county_name,state_code,fips_code,election_year,total_population,median_age,median_household_income,pct_bachelors_or_higher,total_registered_voters,total_ballots_cast,democrat_votes,republican_votes,other_votes,pct_white,pct_black,pct_hispanic,pct_asian,calculated_total_votes,total_pct_race,total_votes_calculated,flag_votes_exceed_ballots,flag_ballots_exceed_voters,flag_voters_exceed_population,turnout_rate,registration_rate,pct_democrat,pct_republican,pct_other,vote_margin,winning_party
Charlotte,NORTH CAROLINA,217,1987,2231200,22.1,158412,13.43,3230532,4349953,2830977,922338,78414,14.95,61.42,69.23,21.84,3831729,167.44000000000003,3831729,False,True,True,134.65128963279113,100.0,73.88249534348593,24.07106556857231,2.046439087941762,1908639,Democrat
Honolulu,HAWAII,218,1994,240024,37.7,125185,83.91,1009984,4184354,55177,2787099,63613,95.59,60.98,64.52,2.07,2905889,223.15999999999997,2905889,False,True,True,150.0,100.0,1.89879930031739,95.91209437112016,2.189106328562447,2731922,Republican
Philadelphia,PENNSYLVANIA,219,2001,4956038,46.3,138752,41.8,918418,717996,2496335,430320,11934,97.94,28.35,68.17,44.31,2938589,238.76999999999998,2938589,True,False,False,78.1774747446152,18.531294554238688,84.9501240221072,14.643762703801041,0.4061132740917495,2066015,Democrat
Peoria,ILLINOIS,220,2002,9543031,25.3,62946,51.29,2887077,602693,3893400,229372,62330,52.27,42.05,49.79,26.89,4185102,171.0,4185102,True,False,False,20.875542979975943,30.25324972747128,93.02999066689414,5.480678846059188,1.4893304870466717,3664028,Democrat
Phoenix,ARIZONA,221,2008,7296024,46.0,63652,61.32,4123435,5325199,2560135,1092863,81096,18.07,2.26,36.79,29.81,3734094,86.92999999999999,3734094,False,True,False,129.1447300612232,56.51619292918993,68.56107532375992,29.267152889027432,2.171771787212641,1467272,Democrat
San Francisco,CALIFORNIA,222,2013,3201278,68.9,155234,45.81,458689,3386154,2890186,2730485,2293,22.46,77.94,4.63,12.3,5622964,117.33,5622964,True,True,False,150.0,14.328308881640394,51.39968884737658,48.55953194791928,0.04077920470413824,159701,Democrat
Wichita,KANSAS,223,2004,734512,69.1,110909,91.05,119476,3883159,2553931,2627893,93595,15.96,75.4,17.54,11.46,5275419,120.36000000000001,5275419,True,True,False,150.0,16.26603785915002,48.41190813469034,49.81391999384314,1.774171871466513,73962,Republican
Mesquite,TEXAS,224,1999,3841637,35.6,63135,39.03,4687254,3651407,1751198,1896390,62589,63.62,54.24,30.95,38.66,3710177,187.47,3710177,True,False,True,77.90077089912344,100.0,47.19985057316672,51.11319486913967,1.6869545576936085,145192,Republican
San Francisco,CALIFORNIA,225,2010,4388861,50.0,92171,72.53,1546097,5806329,2265736,2755805,10784,47.07,20.77,63.85,31.28,5032325,162.97,5032325,False,True,False,150.0,35.227750434566055,45.023642153477766,54.76206326101752,0.21429458550471203,490069,Republican
New York City,NEW YORK,226,1995,2441689,22.7,70979,79.33,2000350,3838876,3181129,3590374,7005,85.51,24.55,3.28,32.87,6778508,146.21,6778508,True,True,False,150.0,81.92484792289272,46.92963407286677,52.96702460187404,0.10334132525918684,409245,Republican
Seminole,FLORIDA,227,2011,3369851,35.4,94180,38.22,5305749,6854309,779288,2436015,48119,18.26,2.37,72.66,20.49,3263422,113.77999999999999,3263422,False,True,True,129.18645416509526,100.0,23.87947375484997,74.64603106800163,1.4744951771484045,1656727,Republican
Honolulu,HAWAII,228,2006,386551,35.8,172196,15.67,2671918,5524296,3600887,908262,27714,45.6,44.73,56.11,27.75,4536863,174.19,4536863,False,True,True,150.0,100.0,79.3695335301066,20.019603854028652,0.6108626158647507,2692625,Democrat
Stamford,CONNECTICUT,229,2010,5644499,57.0,60205,8.63,742290,5388373,2473950,3488356,40803,31.2,81.37,2.58,21.85,6003109,137.0,6003109,True,True,False,150.0,13.150679980632471,41.21114575797308,58.10915643877198,0.6796978032549467,1014406,Republican
Athens,GEORGIA,230,1993,8240561,66.8,30762,60.6,2991087,4723216,38596,815787,77148,12.09,35.14,16.26,8.9,931531,72.39000000000001,931531,False,True,False,150.0,36.29712831444364,4.143286696846374,87.57486331641137,8.281849986742255,777191,Republican
Jefferson City,MISSOURI,231,1993,7289904,27.7,56227,16.57,698306,7333389,489433,820667,49935,18.96,11.58,87.83,10.51,1360035,128.88,1360035,False,True,False,150.0,9.579083620305562,35.98679445749558,60.34160885565445,3.6715966868499708,331234,Republican
Jackson,TENNESSEE,232,1993,2848060,29.4,171032,9.11,2888151,4852923,1475945,1161906,18508,51.24,32.51,4.15,17.0,2656359,104.9,2656359,False,True,True,150.0,100.0,55.56270820322102,43.740548623134146,0.6967431736448273,314039,Democrat
Concord,CALIFORNIA,233,2003,113009,64.4,98747,82.3,5442669,6452174,2398396,2024485,46258,22.81,56.15,70.37,19.73,4469139,169.05999999999997,4469139,False,True,True,118.5479771046154,100.0,53.665728454630745,45.29921758978631,1.0350539555829434,373911,Democrat
Minneapolis,MINNESOTA,234,1994,6129396,72.5,149906,7.42,6802028,7132011,3489659,371480,16524,94.39,47.42,13.63,37.65,3877663,193.09,3877663,False,True,True,104.8512443641808,100.0,89.99387001913266,9.579997023980681,0.42613295688666086,3118179,Democrat
Clearwater,FLORIDA,235,2008,6710113,70.3,126943,77.53,5087471,6350517,499859,1515023,43319,95.48,22.2,45.42,17.64,2058201,180.74,2058201,False,True,False,124.82659852016846,75.81796312521115,24.286209170047044,73.60908871388169,2.1047021160712682,1015164,Republican
Atlanta,GEORGIA,236,1999,1621021,60.6,145801,62.08,328909,1581778,1516816,2224905,83044,36.58,35.41,51.45,8.71,3824765,132.15,3824765,True,True,False,150.0,20.290236832218707,39.65775675106837,58.17102488649629,2.171218362435339,708089,Republican
Atlanta,GEORGIA,237,2013,9682377,27.9,66082,9.51,3449581,1215615,716482,1993877,6981,93.06,1.48,52.86,27.06,2717340,174.46,2717340,True,False,False,35.23949720270375,35.627418762975246,26.367035409628535,73.37605893999279,0.25690565037867913,1277395,Republican
Bellevue,WASHINGTON,238,2004,8011859,59.5,58192,16.04,4044305,2694241,3847748,3852742,27565,49.0,32.37,83.52,31.8,7728055,196.69,7728055,True,False,False,66.61814576299265,50.478983716513234,49.789345443323064,49.85396713662105,0.35668742005588727,4994,Republican
Cincinnati,OHIO,239,2011,7688898,35.1,50310,66.69,2337448,5494880,390709,1475116,95760,29.35,73.44,80.79,19.57,1961585,203.14999999999998,1961585,False,True,False,150.0,30.400299236639633,19.918025474297572,75.20020799506521,4.881766530637215,1084407,Republican
San Jose,CALIFORNIA,240,2011,6777840,62.8,79810,12.76,1785084,1368262,2344393,2262365,91064,39.06,75.2,69.91,39.09,4697822,223.26000000000002,4697822,True,False,False,76.6497262873904,26.3370631351581,49.90382777380667,48.157742034500245,1.9384301916930868,82028,Democrat
Colorado Springs,COLORADO,241,1994,9089425,51.6,175067,13.55,4379125,329218,512410,1765854,76049,22.23,32.94,69.02,3.02,2354313,127.21,2354313,True,False,False,7.517894556560957,48.17824009769595,21.764735615018054,75.00506517187816,3.23019921310378,1253444,Republican
Phoenix,ARIZONA,242,2007,5196305,33.9,100425,39.33,4370643,7378135,2616907,941195,4877,69.55,55.04,74.76,26.17,3562979,225.52000000000004,3562979,False,True,False,150.0,84.1105939701384,73.44716317441107,26.41595698431004,0.1368798412788849,1675712,Democrat
Madison,WISCONSIN,243,2003,3746368,63.6,123909,17.91,353241,3038682,3236904,3733340,50817,18.59,14.12,15.25,7.5,7021061,55.46,7021061,True,True,False,150.0,9.42889219638861,46.102775634622745,53.17344486823288,0.7237794971443775,496436,Republican
Muskegon,MICHIGAN,244,1984,5127472,67.1,114628,68.46,4992612,2220093,1994324,3870271,74861,46.75,22.36,4.73,35.45,5939456,109.29,5939456,True,False,False,44.46756527444953,97.36985399432703,33.577553230464204,65.16204514352829,1.2604016260074997,1875947,Republican
Jefferson City,MISSOURI,245,2010,5902562,62.2,163791,61.54,5479120,6696802,2714761,238259,98750,55.73,2.46,51.83,18.95,3051770,128.97,3051770,False,True,False,122.22404327702259,92.8261321100905,88.95693318959161,7.807239733007402,3.235827077400984,2476502,Democrat
El Paso,TEXAS,246,1997,1486524,34.6,132373,53.41,123625,7381259,1318334,3809456,24365,52.81,77.11,42.3,10.89,5152155,183.11,5152155,False,True,False,150.0,8.316381033874999,25.588011230252196,73.93907986075729,0.4729089089905098,2491122,Republican
Albany,GEORGIA,247,1993,1945906,61.7,127154,82.33,2102046,4158419,2331302,3796207,15290,96.23,62.74,36.53,9.55,6142799,205.05,6142799,True,True,True,150.0,100.0,37.95178712505488,61.799303542245156,0.24890933269996302,1464905,Republican
Madison,WISCONSIN,248,1993,4382941,74.9,49788,57.8,1012682,6802047,2648314,1193555,93171,58.59,40.02,68.05,8.43,3935040,175.09000000000003,3935040,False,True,False,150.0,23.105079443232295,67.30081523948931,30.331457875904693,2.3677268846060016,1454759,Democrat
Saint Augustine,FLORIDA,249,1988,7695578,39.6,146976,42.3,2758057,6258826,3445720,312786,28933,27.36,27.88,42.38,23.3,3787439,120.92,3787439,False,True,False,150.0,35.83950419318731,90.97757085988711,8.258509245957493,0.763919894155391,3132934,Democrat
Baltimore,MARYLAND,250,2013,2524859,52.9,133675,39.72,4039809,3836082,2359398,2232241,7111,53.97,36.79,7.3,19.25,4598750,117.30999999999999,4598750,True,False,True,94.95701405685269,100.0,51.305202500679535,48.540168524055446,0.15462897526501768,127157,Democrat
Atlanta,GEORGIA,251,1989,3099648,25.7,63765,87.72,6958598,6832938,2243664,819321,60841,19.79,80.5,35.06,32.43,3123826,167.78,3123826,False,False,True,98.19417647060514,100.0,71.82423092707468,26.228125382143563,1.947643690781753,1424343,Democrat
Atlanta,GEORGIA,252,2009,936224,28.8,156832,83.88,3174524,5405725,628524,3820928,8440,51.52,62.57,49.96,6.78,4457892,170.83,4457892,False,True,True,150.0,100.0,14.099130261567575,85.71154258559875,0.18932715283367116,3192404,Republican
New York City,NEW YORK,253,1994,621385,37.7,162331,84.67,3176553,3578321,2562273,143881,16934,18.24,45.67,46.94,27.11,2723088,137.95999999999998,2723088,False,True,True,112.64792370849786,100.0,94.0943884296064,5.283744043527054,0.6218675268665574,2418392,Democrat
Houston,TEXAS,254,2002,2225312,50.7,103080,90.02,4548780,3300862,1119106,186526,52859,41.68,70.3,12.1,49.61,1358491,173.69,1358491,False,False,True,72.56587480599194,100.0,82.37860979572187,13.730381725016949,3.89100847926118,932580,Democrat
Albany,NEW YORK,255,2011,8049450,23.3,75502,54.42,4680714,5449863,3350930,2143934,31645,87.53,86.12,57.72,43.12,5526509,274.49,5526509,True,True,False,116.43230071309634,58.149488474367814,60.63375631886241,38.79363989093296,0.5726037902046301,1206996,Democrat
Pittsburgh,PENNSYLVANIA,256,2012,6070321,31.7,119343,47.64,2527414,7474380,1992447,114326,80528,88.95,88.6,37.34,18.08,2187301,232.97000000000003,2187301,False,True,False,150.0,41.635590605505044,91.09157815956743,5.226806918663686,3.681614921768883,1878121,Democrat
Colorado Springs,COLORADO,257,2003,3075635,23.5,165291,50.03,3630150,3429948,1559514,2195104,7960,65.9,32.81,8.05,6.69,3762578,113.45,3762578,True,False,True,94.48502128011239,100.0,41.44801782182323,58.340425102150704,0.2115570760260651,635590,Republican
Milwaukee,WISCONSIN,258,2003,2106153,54.2,160015,7.95,654603,2080176,2952464,914404,98478,89.06,76.9,71.46,1.46,3965346,238.88000000000002,3965346,True,True,False,150.0,31.080505547317788,74.45665523260769,23.059879264003698,2.483465503388607,2038060,Democrat
Shawnee Mission,KANSAS,259,2002,9877807,35.3,149089,62.61,2836601,565918,3195458,3145165,88113,20.03,64.78,28.74,47.56,6428736,161.11,6428736,True,False,False,19.950567598333357,28.716910545022795,49.705851974633894,48.92353644635586,1.370611579010244,50293,Democrat
Washington,DISTRICT OF COLUMBIA,260,2003,9316169,33.7,45961,66.15,4738551,6400542,2559228,2067783,72270,17.15,50.31,84.25,11.09,4699281,162.8,4699281,False,True,False,135.0738232003834,50.86372950082808,54.45999079433641,44.002114366006204,1.537894839657386,491445,Democrat
El Paso,TEXAS,261,1985,5506760,68.2,120218,54.14,4748590,1480574,3038807,492538,24962,16.77,36.71,75.62,32.63,3556307,161.73000000000002,3556307,True,False,False,31.179234256905737,86.23201301672853,85.4483878922714,13.849704201577648,0.7019079061509594,2546269,Democrat
Denver,COLORADO,262,1995,3849198,24.2,62353,35.63,237745,4304096,3426683,763920,50271,60.49,19.53,84.81,48.5,4240874,213.33,4240874,False,True,False,150.0,6.176481438471079,80.80133953519957,18.01326801975253,1.185392445047884,2662763,Democrat
Bozeman,MONTANA,263,1997,7677531,40.1,161587,90.0,3020784,2839526,516486,1654062,53133,49.86,44.06,14.63,10.85,2223681,119.39999999999999,2223681,False,False,False,93.99963718028167,39.345774051579866,23.226622883408186,74.38396064903195,2.3894164675598706,1137576,Republican
Fort Wayne,INDIANA,264,1994,3747170,63.7,169009,88.63,4511651,3444756,3937030,940728,41059,74.26,20.5,85.03,41.6,4918817,221.39000000000001,4918817,True,False,True,76.35244836092153,100.0,80.04018039296848,19.125086377476535,0.8347332295549925,2996302,Democrat
Washington,DISTRICT OF COLUMBIA,265,2005,2928939,74.8,134940,82.62,2262421,5572981,2174369,1389807,75011,80.97,10.98,40.23,42.69,3639187,174.87,3639187,False,True,False,150.0,77.24370497302948,59.748757071290925,38.190040797573744,2.0612021311353335,784562,Democrat
Oakland,CALIFORNIA,266,2006,1238038,50.0,153838,36.69,3958266,6010261,650645,1567221,1090,66.08,6.69,74.29,31.58,2218956,178.64,2218956,False,True,True,150.0,100.0,29.32212265587961,70.6287551443111,0.049122199809279676,916576,Republican
Baltimore,MARYLAND,267,1994,973296,56.8,135044,34.22,3118840,4399773,3265786,2859760,12612,87.83,51.64,22.85,9.78,6138158,172.1,6138158,True,True,True,141.07081479011427,100.0,53.20465846594369,46.5898727272905,0.20546880676580825,406026,Democrat
Muskegon,MICHIGAN,268,2009,1028140,73.7,133996,47.83,2060534,3388086,3785171,1225161,55266,55.51,79.04,77.9,35.44,5065598,247.89000000000001,5065598,True,True,True,150.0,100.0,74.72308303975167,24.185910528233784,1.0910064320145418,2560010,Democrat
Canton,OHIO,269,1995,3748114,37.6,81500,59.31,1058296,1409168,1366473,1259377,81502,52.48,15.82,65.71,26.93,2707352,160.94,2707352,True,True,False,133.1544293845956,28.23542720418856,50.472675884037244,46.516928718541216,3.0103953974215396,107096,Democrat
Saint Louis,MISSOURI,270,1989,8163807,29.8,46888,20.67,127059,3564923,1875410,1050569,735,31.21,28.49,49.86,38.09,2926714,147.65,2926714,False,True,False,150.0,1.5563694732126814,64.07903197920945,35.89585453173764,0.025113489052910533,824841,Democrat
Tampa,FLORIDA,271,1964,8008375,32.9,100612,54.6,3347224,6556641,1149061,1258477,98015,64.82,81.68,84.93,8.27,2505553,239.70000000000002,2505553,False,True,False,150.0,41.796544242745874,45.86057449193851,50.227514644471704,3.9119108635897946,109416,Republican
Toledo,OHIO,272,1993,6783937,54.0,39895,73.53,4273440,1591922,2947514,1088977,7541,10.21,77.48,69.33,37.8,4044032,194.82,4044032,True,False,False,37.251535063087346,62.99350952109373,72.88552612837881,26.928001558840286,0.18647231278090778,1858537,Democrat
Las Vegas,NEVADA,273,2010,9937321,61.1,149731,68.62,5074535,4393034,3642619,840851,8980,62.63,65.65,61.67,22.83,4492450,212.77999999999997,4492450,True,False,False,86.57017835131691,51.06542296459982,81.08312835980367,18.716980712083604,0.19989092811272244,2801768,Democrat
Chicago,ILLINOIS,274,1985,2066961,59.4,70491,79.87,4650610,310512,2575271,3432669,74039,97.54,15.75,65.44,21.84,6081979,200.57000000000002,6081979,True,False,True,6.676801537862776,100.0,42.34264866748143,56.44000086156167,1.217350470956904,857398,Republican
Anchorage,ALASKA,275,2007,4984551,56.7,142665,79.4,5897256,5804392,654769,387976,42706,32.8,55.43,26.38,48.27,1085451,162.88,1085451,False,False,True,98.42530153006754,100.0,60.322299210190046,35.74329932903466,3.9344014607752906,266793,Democrat
Santa Fe,NEW MEXICO,276,1994,6256355,55.5,140845,86.84,4711519,2812971,585343,3906281,49969,70.91,69.3,73.89,25.54,4541593,239.63999999999996,4541593,True,False,False,59.70412090028715,75.30773109901851,12.888495292290614,86.01125199902326,1.1002527086861371,3320938,Republican
Saint Petersburg,FLORIDA,277,1998,993516,40.4,166650,28.45,259499,1467700,536462,1253654,74675,40.74,33.72,87.13,4.04,1864791,165.63,1864791,True,True,False,150.0,26.119257264100426,28.76794235922417,67.22758743473129,4.004470206044538,717192,Republican
Houston,TEXAS,278,1987,9746424,50.7,76781,89.21,1122351,6354105,1415208,1814768,32684,24.64,21.35,16.14,14.53,3262660,76.66,3262660,False,True,False,150.0,11.515515844580536,43.37589574151153,55.62234495779518,1.0017593006932994,399560,Republican
San Antonio,TEXAS,279,1999,2220526,71.1,77902,79.5,565044,201491,971694,1510138,82005,15.8,10.0,77.94,21.59,2563837,125.33,2563837,True,False,False,35.65934688272064,25.44640323959278,37.89999130209915,58.90148242653491,3.1985262713659255,538444,Republican
Rockville,MARYLAND,280,1997,3329792,68.0,167587,66.87,6344899,6432980,1238026,3582688,34306,65.39,79.79,1.09,12.34,4855020,158.61,4855020,False,True,True,101.38821752718208,100.0,25.499915551326257,73.79347561904997,0.7066088296237709,2344662,Republican
Albany,NEW YORK,281,2012,8158507,27.1,103228,79.36,125685,3933512,3785674,1350511,44747,77.39,31.38,70.9,17.68,5180932,197.35000000000002,5180932,True,True,False,150.0,1.5405392187565692,73.06936280962576,26.06695088837298,0.8636863020012615,2435163,Democrat
Charlotte,NORTH CAROLINA,282,1996,1503972,46.7,154052,23.93,5027460,3760174,1971782,3307591,13486,86.59,7.58,21.83,8.18,5292859,124.18,5292859,True,False,True,74.79271839059884,100.0,37.253627954192616,62.491575913887,0.2547961319203856,1335809,Republican
Arlington,VIRGINIA,283,1993,2884915,69.1,160592,89.62,5555224,1191099,122540,1525171,39649,87.4,79.31,61.32,46.98,1687360,275.01,1687360,True,False,True,21.44106160255644,100.0,7.2622321259245215,90.3880025602124,2.349765313863076,1402631,Republican
Alexandria,VIRGINIA,284,2009,5683573,74.2,173745,55.3,568378,5124004,1196813,3891498,6047,89.82,41.49,58.78,5.41,5094358,195.5,5094358,False,True,False,150.0,10.000364207515238,23.492911177424123,76.38838888040456,0.11869994217131971,2694685,Republican
Beaumont,TEXAS,285,2009,9022123,39.5,49707,6.81,4532869,4461794,530587,137668,77174,87.16,48.97,35.72,39.6,745429,211.45,745429,False,False,False,98.43200851381322,50.24171140207244,71.17874405208276,18.468291413400877,10.352964534516365,392919,Democrat
Garland,TEXAS,286,1984,6010205,37.1,31385,12.33,2241509,1488058,3721105,2255055,5091,61.11,51.73,9.64,27.01,5981251,149.49,5981251,True,False,False,66.38643877851929,37.29505066798886,62.212821364627565,37.70206266214208,0.0851159732303493,1466050,Democrat
Buffalo,NEW YORK,287,2000,4192108,31.5,48314,85.29,2781735,3643794,978845,3285305,27624,51.37,43.43,27.33,25.25,4291774,147.38,4291774,True,True,False,130.98997568064533,66.35647268629529,22.807468426809056,76.54888165127055,0.6436499219203994,2306460,Republican
Henderson,NEVADA,288,1992,5752916,57.9,118929,28.13,1002461,5307072,93529,3635569,78471,35.12,30.0,73.42,40.57,3807569,179.11,3807569,False,True,False,150.0,17.425267464360683,2.4563967192715355,95.48268199473208,2.060921285996393,3542040,Republican
Springfield,ILLINOIS,289,1954,7522210,28.9,94215,62.88,147701,3211205,191709,1055087,53804,70.54,40.25,50.19,38.02,1300600,199.00000000000003,1300600,False,True,False,150.0,1.9635319939219988,14.740043057050592,81.12309703213901,4.136859910810395,863378,Republican
Minneapolis,MINNESOTA,290,2005,443857,33.5,112008,59.51,191793,1863128,3763082,3917375,68481,23.2,61.87,16.26,13.61,7748938,114.94,7748938,True,True,False,150.0,43.210538529301104,48.56255141027067,50.55370168144332,0.8837469082860129,154293,Republican
Topeka,KANSAS,291,1996,6834685,43.2,155818,48.48,332517,5253580,2670278,496854,65788,52.82,59.89,14.46,10.24,3232920,137.41000000000003,3232920,False,True,False,150.0,4.8651400905820825,82.59647625057224,15.368583200326642,2.034940549101122,2173424,Democrat
Wilmington,DELAWARE,292,2008,3173058,64.2,169185,91.37,1124509,453512,2322722,2626031,71448,87.45,40.82,87.98,28.49,5020201,244.74,5020201,True,False,False,40.329779485980104,35.43928286214749,46.267510006073465,52.309280046755106,1.423209947171438,303309,Republican
New York City,NEW YORK,293,2006,1942605,70.6,121156,61.63,6840122,6119868,2789643,294763,16839,61.72,16.98,54.54,5.46,3101245,138.70000000000002,3101245,False,False,True,89.47015857319504,100.0,89.95235784338226,9.504666674190526,0.5429754824272187,2494880,Democrat
Mesa,ARIZONA,294,2001,3464288,29.0,117699,9.93,2252029,1690058,3060797,3391004,74370,33.6,88.09,66.99,30.41,6526171,219.09,6526171,True,False,False,75.0460140610978,65.00697978920921,46.900349377912406,51.96008501769261,1.1395656043949813,330207,Republican
Philadelphia,PENNSYLVANIA,295,2006,3231846,45.0,70194,43.53,1071455,7324340,3143818,2879903,85225,48.05,12.25,12.95,18.22,6108946,91.47,6108946,False,True,False,150.0,33.15303390074899,51.46252725101842,47.142387573895725,1.3950851750858495,263915,Democrat
Shawnee Mission,KANSAS,296,1989,3552280,23.7,121949,61.71,714149,4457638,3050807,2988876,32772,51.03,64.58,77.49,6.8,6072455,199.9,6072455,True,True,False,150.0,20.103961399439232,50.240092351445995,49.22022476905963,0.5396828794943725,61931,Democrat
Boynton Beach,FLORIDA,297,1996,3416006,65.1,64211,36.88,3896142,236189,133639,3054560,62323,17.5,35.88,68.46,29.11,3250522,150.95,3250522,True,False,True,6.062125045750386,100.0,4.11130889131038,93.97136829100064,1.9173228176889743,2920921,Republican
Washington,DISTRICT OF COLUMBIA,298,1994,9667075,28.4,63782,58.51,5836501,3215106,1471585,3546867,58858,11.43,20.97,5.43,7.52,5077310,45.349999999999994,5077310,True,False,False,55.086189482362805,60.37504622649561,28.98355625321282,69.85720785218945,1.15923589459773,2075282,Republican
Austin,TEXAS,299,2006,5023993,60.3,139128,72.68,3971071,1459957,249819,2837923,31923,30.32,69.01,72.96,32.14,3119665,204.43,3119665,True,False,False,36.764817350281575,79.04212844245603,8.007879051116065,90.968838000234,1.023282948649935,2588104,Republican
Raleigh,NORTH CAROLINA,300,2005,3191002,46.8,103788,69.87,1839030,4961624,3517215,3856225,53436,27.75,47.78,13.99,46.9,7426876,136.42,7426876,True,True,False,150.0,57.63174075102428,47.357933537600466,51.92257148227599,0.7194949801235405,339010,Republican
Monticello,MINNESOTA,301,1998,3314709,55.4,112712,84.2,2973256,4055103,2685828,3898392,22472,32.45,49.06,7.68,25.48,6606692,114.67,6606692,True,True,False,136.3859351498828,89.69885440924075,40.653143812364796,59.00671622046253,0.34013996717267886,1212564,Republican
Alexandria,LOUISIANA,302,2012,2829034,49.6,97966,83.42,4096705,1818934,2235051,787835,76265,28.68,8.21,78.93,27.24,3099151,143.06,3099151,True,False,True,44.399926282219496,100.0,72.1181704279656,25.42099433038274,2.4608352416516652,1447216,Democrat
Miami,FLORIDA,303,1997,8165966,65.8,152419,39.97,1944136,1444420,2890903,1041627,69346,32.01,84.23,14.04,35.56,4001876,165.84,4001876,True,False,False,74.29624264969117,23.807789549944243,72.2386950520206,26.02846764867277,1.7328372993066252,1849276,Democrat
Yakima,WASHINGTON,304,1969,2623652,22.7,28517,15.7,6570403,6522863,3626750,3704382,74421,19.92,83.22,26.21,7.46,7405553,136.81,7405553,True,False,True,99.2764522967617,100.0,48.973385242128444,50.021679677398836,1.0049350804727208,77632,Republican
New York City,NEW YORK,305,2012,6814406,37.0,120507,80.06,4294031,5677807,1518700,1502124,99148,44.64,31.47,22.11,33.92,3119972,132.14,3119972,False,True,False,132.22557079816144,63.01401765612439,48.6767188936311,48.145432074390406,3.177849031978492,16576,Democrat
Corona,CALIFORNIA,306,2013,7114562,65.2,168343,81.89,4800249,7139610,319230,2901432,15521,50.38,75.14,5.65,26.84,3236183,158.01000000000002,3236183,False,True,False,148.73415941548032,67.47075926810393,9.864398892151648,89.65599287802945,0.47960822981889467,2582202,Republican
Fort Lauderdale,FLORIDA,307,2011,8124936,68.6,134429,63.23,5147909,2534477,477993,168665,95483,52.22,13.85,24.76,8.44,742141,99.27,742141,False,False,False,49.23313523995859,63.35937907695519,64.40730265542531,22.72681336834914,12.865883976225541,309328,Democrat
San Bernardino,CALIFORNIA,308,1992,9311661,25.3,75462,85.46,4260084,3376472,1450690,3743568,76142,30.29,71.71,82.44,34.49,5270400,218.93,5270400,True,False,False,79.258343262715,45.74999025415551,27.525235276259867,71.03005464480874,1.4447100789313903,2292878,Republican
Boise,IDAHO,309,2005,5481291,27.8,77429,24.85,1981662,5033471,2389886,121340,99333,62.14,88.57,25.77,48.31,2610559,224.79,2610559,False,True,False,150.0,36.15319821552988,91.54690623732313,4.648046644416005,3.8050471182608785,2268546,Democrat
Anderson,INDIANA,310,1996,3666399,47.6,79877,89.25,140923,695319,2852371,2504442,91782,23.18,5.1,12.74,45.34,5448595,86.36000000000001,5448595,True,True,False,150.0,3.843635130819095,52.35057845187613,45.96491389064521,1.6845076574786713,347929,Democrat
Tampa,FLORIDA,311,1991,3225026,29.4,43336,14.95,5163155,1323484,2658681,3166037,85360,78.6,5.75,8.67,39.69,5910078,132.70999999999998,5910078,True,False,True,25.63324169040054,100.0,44.98554841408185,53.57013900662563,1.4443125792925238,507356,Republican
Naples,FLORIDA,312,1996,1516074,26.0,32513,60.41,3354935,252632,3615420,3891955,48627,65.98,60.85,1.28,28.35,7556002,156.46,7556002,True,False,True,7.530160792981086,100.0,47.848319786045586,51.50812559340243,0.6435546205519798,276535,Republican
Baton Rouge,LOUISIANA,313,1985,7506780,57.0,156270,41.96,3343335,814338,136524,461716,26001,56.76,51.74,43.37,19.36,624241,171.23000000000002,624241,False,False,False,24.357056651517123,44.537538065588706,21.870399413047203,73.96438234592088,4.165218241031909,325192,Republican
New Hyde Park,NEW YORK,314,1998,6340713,32.9,134304,13.56,6551963,2679567,2428749,2087567,88029,58.84,58.89,1.96,4.5,4604345,124.19,4604345,True,False,True,40.89716318605584,100.0,52.749066371003906,45.33906559999305,1.9118680290030394,341182,Democrat
Lexington,KENTUCKY,315,2012,9866807,24.7,123985,72.86,4835275,2192554,3689725,966938,24984,91.42,40.7,62.25,19.82,4681647,214.19,4681647,True,False,False,45.34497003789857,49.00546853708601,78.8125418255584,20.653799827283006,0.5336583471585961,2722787,Democrat
Corpus Christi,TEXAS,316,1998,8729503,52.7,155684,66.64,3094553,2868509,3023449,749360,78829,14.05,1.91,67.1,46.35,3851638,129.41,3851638,True,False,False,92.69542321621249,35.44936063370389,78.49774563445474,19.45561862251852,2.046635743026733,2274089,Democrat
Indianapolis,INDIANA,317,2009,1860069,41.0,37255,87.85,1252474,1721333,1247125,894596,18793,37.39,43.23,5.46,7.55,2160514,93.63,2160514,True,True,False,137.43462938152808,67.3348139235695,57.723532455702674,41.40662823753977,0.8698393067575586,352529,Democrat
Rochester,NEW YORK,318,1993,4402823,48.3,147889,11.43,1884605,5276270,86264,1265336,99119,80.42,81.74,30.75,33.85,1450719,226.76,1450719,False,True,False,150.0,42.80446886009272,5.9462928382408995,87.22130198887587,6.83240517288324,1179072,Republican
Peoria,ILLINOIS,319,2002,453888,47.3,43379,41.44,6024752,7371539,1320302,1081198,93683,39.22,26.76,60.93,43.21,2495183,170.12,2495183,False,True,True,122.35423134429433,100.0,52.91403476217976,43.33141096264282,3.7545542751774117,239104,Democrat
Lubbock,TEXAS,320,1986,1280399,45.1,130681,67.14,1964418,4531217,885101,91490,8204,74.99,31.1,26.79,16.75,984795,149.63,984795,False,True,True,150.0,100.0,89.87667484095675,9.290258378647334,0.83306678039592,793611,Democrat
