Tópico de Búsqueda,Video ID,Title,Published At,Duration (min),Views,Likes,Comments,Tags,Description,Channel Title,
Universidad Politecnica Y,FUZX2Q0EOsE,Universidad PolitéCnica De Cartagena - EnseñAmos Futuro,2019-07-11,1.48,5471,27,0,"upct, universidad politécnica de cartagena, futuro, alumnos, universidad, politécnica, cartagena, murcia, estudios, máster, grado","¿Te gustaría estudiar una Ingeniería, Arquitectura, Administración y Dirección de Empresas o un grado en Turismo? ¡Hazlo en la Universidad Politécnica de Cartagena! Imágenes: Centro de Producción de Contenidos Digitales Edición: Marta Andreu Fernández Visita nuestra web: https://www.upct.es/ Síguenos en nuestras redes sociales FACEBOOK: https://www.facebook.com/upctnoticias/ TWITTER: https://twitter.com/UPCTnoticias INSTAGRAM: https://www.instagram.com/upctnoticias/ LINKEDIN: https://es.linkedin...",Universidad PolitéCnica De Cartagena Upct,
Universidad Politecnica Y,3_Bd_f5mUSk,Todo Sobre La Upm | Preguntas En La Universidad PolitéCnica De Madrid,2023-02-24,10.63,23861,355,17,"upm, universidad, madrid, universidad politécnica, carreras upm, politecnica madrid, entrevista universitarios, notas de corte upm, upm vallecas, universidad politecnica de madrid, entrevistasa en la calle, erasmus upm, upm dificultad, upm ingenieria, upm boadilla, upm digital, rafa madorran, universidad politecnica de madrid derecho, unigow, entrevistas upm, upm nota de corte, entrevistas, universidad politecnica de valencia, universidad pontificia de comillas","¡HABLA CON ESTUDIANTES DE LA UNIVERSIDAD POLITÉCNICA DE MADRID PARA RESOLVER TODAS TUS DUDAS AQUÍ! https://unigow.com/search/degree/universidad-politecnica-de-madrid/ En este vídeo de UNIGOW, Louan sale a la calle para peguntar a los estudiantes universitarios de la UPM sobre su universidad, sus carreras y el estado actual de la universidad, estas son algunas de las preguntas: ¿Cómo de antigua es la Universidad Politécnica de Madrid / UPM? ¿Cuál es la dificultad de la Universidad Politécnica de ...",Unigow,
Universidad Politecnica Y,tZd_3Demb6c,Estudiá En La Universidad PolitéCnica Internacional,2020-08-12,2.98,2296,22,0,,"Si buscás la U con los precios más justos en Costa Rica, buenas instalaciones, excelencia docente, entre otros, encontraste la Universidad perfecta. Conocé por qué en este vídeo. Si deseás recibir más información, podés contactarnos por las siguientes vías:  upi.ac.cr/contactenos  4060-1120  info@upolitecnica.cr #UPolitécnica  ¡Democratizamos la educación superior privada!",U PolitéCnica Cr,
Universidad Politecnica Y,SujQ00T7Awo,Universidad PolitéCnica De Cartagena,2017-11-04,2.65,1648,14,0,,Video institucional UPCT,Facultad Ciencias De La Empresa Upct,
Universidad Politecnica Y,OU8biQIUVTk,Universidad PolitéCnica De Honduras,2018-12-27,1,788,6,0,"universidad, politécnica, honduras, educación, superior, uph, uph",Institucion de Educacion Superior en Honduras.,Universidad PolitéCnica De Honduras - Uph.,
Universidad Politecnica Y,ydOQgpbfHFc,IngenieríA QuíMica - Universidad PolitéCnica - Campus Tour Virtual 2021,2022-02-12,0.8,154,1,0,,Campus Tour Virtual de la Universidad Politécnica de Puerto Rico Matricúlate: https://mypoly.pupr.edu/ICS/Admissions/Admissions_and_Recruitment.jnz?portlet=Apply_to_PUPR 787-622-8000 - https://campustour.pupr.edu/ingenieria-quimica - https://pupr.edu Imagina qué saldría de ti.,Universidad PolitéCnica,
Universidad Politecnica Y,0fvhDCQZhdg,Visité La Upc - Universidad PolitéCnica De Catalunya,2023-10-21,9.4,6075,158,21,"agronomia, universidadespaña, estudiarenbarcelona, lajoyaagro, upc, campo","Visita junto a Emilio Gil, profesor catedrático de la UPC y jefe de cátedra de Mecanización Agraria la Universidad de Agronomía de Barcelona. Queda a pocos minutos de la ciudad y es una facultad muy linda con muchos alumnos. Atentos a cuánto vale estudiar en España y a que necesitan mas estudiantes en el interior del país. Mas info de la facu en: https://www.upc.edu/es",La Joya Agro,
Universidad Politecnica Y,J3uE_WYgr9M,Universidad PolitéCnica - Eleva Tus Aspiraciones,2022-06-22,0.52,210719,31,0,,"¿Sabes qué sucede cuando cumplimos nuestras metas? Aspiramos a alcanzar unas nuevas. Estudia en una universidad con recursos que te inspiren, te formen y te empujen a pensar aún más en grande. Eleva tus aspiraciones en la Universidad Politécnica de Puerto Rico. Imagina, construye y lidera. Únete a #LaPoliPR: https://www.pupr.edu/fall Clases comienzan el 8 de agosto.",Universidad PolitéCnica,
Universidad Politecnica Y,Al1_fCOa-4c,Visitando La Universidad PolitéCnica De Valencia,2024-01-24,0.77,30469,3448,1,,,Carolina Abuchalja,
Universidad Politecnica Y,yL6tjj6FUNE,Universidad PolitéCnica De Bacalar,2025-04-30,2.43,4,0,0,"universidad, bacalar, universidad publica, formacion profesiona, ingenieria, licenciatura, educacion superior, quintana roo","Universidad Politécnica de Bacalar | Video Institucional Conoce quiénes somos, qué hacemos y por qué creemos en la educación como motor de transformación. La Universidad Politécnica de Bacalar es una institución pública de educación superior comprometida con la formación de profesionales capaces, con visión tecnológica, conciencia social y espíritu innovador. En este video te mostramos nuestra comunidad, nuestras instalaciones, programas académicos y las oportunidades que ofrecemos para construi...",Upb,
Universidad Politecnica Y,m9FM8--wLCw,El Futuro De La Universidad PolitéCnica TaiwáN-Paraguay: Hablamos Con Jorge Duarte (28.04.25),2025-04-28,48.72,311,15,6,,,Bruno Masi,
Universidad Politecnica Y,Q6VSCweEj-Q,Universidad PolitéCnica Salesiana Quito - Ecuador,2022-07-28,0.27,533,10,0,,,Runatodostv,
Universidad Politecnica Y,MrvQZWZ3Ke0,Universidad PolitéCnica Bicentenario Video Institucional,2015-10-26,4.12,10684,24,4,,"Universidad Politécnica Bicentenario. La Universidad Politécnica del Bicentenario nace como una extensión de la Universidad Politécnica de Guanajuato (UPGTO), inició sus actividades en Septiembre de 2009 en las instalaciones del CETis 139, con las carreras de Ingeniería en Agrotecnología, Ingeniería en Diseño Industrial, Ingeniería en Logística y Transportes e Ingeniería en Robótica, mismas carreras que se siguen ofertando actualmente, además de Ingeniería Biomédica e Ingeniería Financiera.",Upb Silao,
Universidad Politecnica Y,5VpCkKBvOpI,Escuela De Derecho Universidad PolitéCnica Internacional,2018-01-03,3.58,272,1,0,"derecho, universidad, politécnica","El Director de la Escuela de Derecho, Msc. Abel Jiménez y la Licda. Angie Tenorio, profesora de la carrera nos hablan de que trata el bachillerato y licenciatura en Derecho",PolitéCnico Internacional,
Universidad Politecnica Y,j1WVDtKeVO8,Universidad PolitéCnica De Catalunya - EspañA,2021-12-14,23.3,2209,62,0,"becas, pronabec, educación",Presentación de la Universidad Politécnica de Catalunya de España en la Feria Internacional Universitaria Beca Generación del Bicentenario del Pronabec. Revisa todas las charlas en nuestra página web https://www.pronabec.gob.pe/feria-beca-generacion-bicentenario/ Únete a nuestra comunidad: - Facebook  https://facebook.com/Pronabec/ - Instagram  https://instagram.com/Pronabec/ - TikTok  https://tiktok.com/@Pronabec/ - Spotify  https://bit.ly/PodcastCRECE,Pronabec - Minedu,
Universidad Politecnica Y,N7-aCzfDeBo,IngenieríA EléCtrica - Universidad PolitéCnica - Campus Tour Virtual,2022-02-12,1.2,276,4,0,,Campus Tour Virtual de la Universidad Politécnica de Puerto Rico. Matricúlate: https://mypoly.pupr.edu/ICS/Admissions/Admissions_and_Recruitment.jnz?portlet=Apply_to_PUPR 787-622-8000 - https://campustour.pupr.edu/electrica-computadoras - https://pupr.edu Imagina qué saldría de ti.,Universidad PolitéCnica,
Universidad Politecnica Y,VjJjsgcX-9U,Uphm - Universidad PolitéCnica Hispano Mexicana,2019-05-29,1.27,5832,0,0,"universidad, puebla, becas, universidad en puebla, universidades en puebla","La mejor Universidad Privada en Puebla. Para nosotros la educación no es un fin sino el medio para alcanzar las metas que te has propuesto. Por eso, todo lo que hacemos en la UPHM está pensando en que disfrutes tu experiencia universitaria. Conoce nuestras carreras y obtén una beca universitaria. #AprendeViviendo PAGINA WEB: http://uphm.edu.mx/ FACEBOOK: https://www.facebook.com/UPHMdifusion/",Uphm - Universidad PolitéCnica Hispano Mexicana,
Universidad Politecnica Y,tQEfmq2zSXQ,IngenieríA QuíMica - Universidad PolitéCnica - Campus Tour Virtual 2021,2023-02-01,0.8,101,3,0,,"Campus Tour Virtual de la Universidad Politécnica de Puerto Rico Matricúlate: https://mypoly.pupr.edu/ICS/Admissions/Admissions_and_Recruitment.jnz?portlet=Apply_to_PUPR 787-622-8000 - https://campustour.pupr.edu/ingenieria-quimica - https://pupr.edu Imagina, construye y lidera.",Universidad PolitéCnica,
Universidad Politecnica Y,BytPR88yUpc,Un DíA En Mi Universidad - Universitat PolitèCnica De ValèNcia (Upv),2014-07-08,7.37,103179,1024,84,"upv, upvtv, upvrtv, estudiar, valencia, polytechnic university of valencia (college/university), university (building function), college (tv genre), universidad","Conoce la experiencia de María José Pérez, alumna del último curso de la Escuela Técnica Superior de Ingeniería Geodésica, Cartográfica y Topográfica (ETSIGCT) de la Universitat Politècnica de València. En el vídeo, rodado en el campus de Vera (Valencia), esta alumna de la UPV cuenta en primera persona sus años universitarios, sus proyectos de futuro y explica por qué decidió estudiar una ingeniería. Habla, además, de las posibilidades que ofrece la Universitat Politècnica de València al margen ...",Upv Radiotelevisió (Oficial),
Universidad Politecnica Y,cUBsrmgMrg4,Universidad Politecnica De Valencia Vs Universidad Politecnica De Cartagena,2023-04-04,2.05,1348,26,1,"upv, universitat, universidad politecnica de valencia vs universidad de valencia, universidad politecnica de cartagena, ucam, upm, upc, us, universidad politecnica de valencia vs universidad politecnica de cartagena, universidad politecnica de valencia","En este video entrevistamos a Domingo Martinez Rodenas, ingeniero de telecomunicaciones, especializado en BLOCKCHAIN. video completo: https://youtu.be/a1DyDUvxycU Recursos comentados en el video que os pueden resultar útiles: Spotify/Apple Podcast/Audio: https://open.spotify.com/show/71WDFSzUUGKVZBpPwenX8m Canal de Domingo Blockchain: https://www.youtube.com/@bigbangblock Formación en BLOCKCHAIN realizada por el entrevistado:: https://bsmexecutive.com/doble-titulacion-en-blockchain-management-y-...",El Podcast De Duo,
Universidad Politecnica Y,79sm9i8VXFo,Universidad Politecnica Mesoamericana,2015-11-09,21.33,2695,73,2,,,Tv Agro CentroaméRica,
Universidad Politecnica Y,d1QyxawhwuI,Alumno De La La Universidad PolitéCnica Metropolitana De Hidalgo Llega A La Nasa | Yuriria Sierra,2019-11-13,2.4,2542,64,1,"yuriria sierra, noticias con yuriria sierra, imagen tv, imagen noticias, pisa y corre, nacho lozano, noticias, ciro gomez leyva, imagen television, noticias con ciro gomez leyva, de pisa y corre con nacho lozano, paco zea, milenio tv, alumno mexicano llega a la nasa, universidad politecnica metropolitana de hidalgo, estudiantes mexicanos que llegan a la nasa, orgullo mexicano, estudiante juan daniel villegas, juan daniel villegas llega a la nasa, vende dulces para ir a la nasa",¡Orgullo mexicano! Así fue como este estudiante de Ingeniería en Aeronáutica de la Universidad Politécnica Metropolitana de Hidalgo (UPMH) superó todas las pruebas para poder llegar a la NASA. Visita nuestro sitio Web: http://bit.ly/2nT2Wz5 Mantente siempre informado con las noticias sobre los acontecimientos más importantes a nivel nacional e internacional. Síguenos en nuestras redes Facebook: http://bit.ly/2oJSuhz Twitter: @ImagenTVMex,Imagen Noticias,
Universidad Politecnica Y,ES095UJhRKk,PsicologíA - Universidad PolitéCnica Salesiana,2021-01-21,2.67,1526,33,0,,¡Estudia la carrera de Psicología! Matrículas abiertas (Periodo Marzo - Agosto 2021)  Regístrate en: www.admisiones.ups.edu.ec Déjanos tu mensaje a nuestro WhatsApp 0995058930. #SoyUPS #OfertaAcadémicaUPS #LaSalesiana,Universidad Politecnica Salesiana Admisiones Cuenca,
Universidad Politecnica Y,bAs0NUQXfWE,2a Convocatoria Universidad PolitéCnica De Santa Rosa,2022-08-02,0.37,149,4,0,,"¡INSCRIPCIONES ABIERTAS! 2ª Convocatoria Universidad Politécnica de Santa Rosa.  Únete a la única universidad pública en Querétaro con el modelo BIS (Bilingüe, Internacional y Sustentable) además de Incluyente.   Ingresa a nuestra página web: https://upsrj.edu.mx/ ¡SOMOS EL CAMINO! #Querétaro #somosupsantarosa #UPSRJ",Gobierno Del Estado De QueréTaro,
Universidad Politecnica Y,VTatXTMTxQE,MecatróNica #1 Universidad PolitéCnica De Puebla [2021],2021-07-13,1.57,292,4,0,"mecatronica, biomakers, universidad politecnica de puebla, el mejor proyecto del 2021, proyectos 2021, robotica, universidad, uppue, puebla, ciencia y tecnologia, universidades de puebla, ingenieria mecatronica, sistemas automotrices, ingenieria robotica, universidad politécnica de puebla","#mecatronica #universidad #robotica Formar Ingenieros Mecatrónicos líderes en su campo profesional, competentes en las áreas de mantenimiento, diseño e implementación de productos y procesos, además de ser capaz de realizar investigación aplicada, a fin de innovar, impulsar y mejorar el desarrollo tecnológico sustentado en valores y principios universales.",Mecatronica Uppue,
Universidad Politecnica Y,GT6uRnhila4,"Universidad PolitéCnica De Atlacomulco, Video Promocional 2021",2021-02-04,2.6,942,17,0,,"Universidad Politécnica de Atlacomulco, Video Promocional 2021",Universidad PolitéCnica Atlacomulco,
Universidad Politecnica Y,ZajiHNXL4ww,InternacionalizacióN Universidad PolitéCnica De Valencia | Universidad Sergio Arboleda,2023-06-15,2.7,433,8,0,,_______________ Suscríbete: https://goo.gl/mHiYL6 Página: http://www.usergioarboleda.edu.co Redes Sociales Universidad Sergio Arboleda: Twitter--- https://twitter.com/USergioArboleda Instagram ---https://www.instagram.com/usergioarboleda/ Facebook --- https://www.facebook.com/usergioarboleda,Universidad Sergio Arboleda,
Universidad Politecnica Y,AOSPc7vVKd0,Universidad PolitéCnica Y ArtíStica - Hacemos,2017-07-18,0.77,282,3,0,,"Creemos en los hechos. Somos parte de una nación entera con ganas de proyectarse hacia donde los deseos de superación nos lleven. Transformamos lo que proyectamos y depositamos nuestra fe y esperanzas en nuestros mayores sueños. Hoy, esos sueños son 25.000 alumnos 800 beneficiados con becas; 1.500 docentes y 700 colaboradores directos e indirectos; sedes con infraestructura; 30.000 asistentes a actividades culturales, seminarios y conferencias en la última década; 1 Hospital Universitario; 80.00...",Upap Institucional,
Universidad Politecnica Y,Xy3SmE_-Wsk,Universidad Politecnica Metropolitana De Puebla,2015-08-10,2.75,21394,185,28,"universidad, politecnica, metropolitana, de, puebla",Universidad Publica ubicada al sur de la ciudad de Puebla.,Universidad Politecnica Metropolitana De Puebla,
Universidad Politecnica Y,l_xq7jrYmp0,IngenieríA BioméDica En La Universidad PolitéCnica De Quintana Roo,2023-02-07,0.7,64,1,0,,"La carrera de ingeniería Biomédica se puede definir como la aplicación de la ingeniería al servicio de la salud y se caracteriza por la confluencia de conocimientos de áreas como la Biología, Medicina, Física, Química, Matemáticas, Electrónica, informática e Ingeniería con el propósito de desarrollar aplicaciones tecnológicas para la mejora de la salud y la calidad de vida de la población.",Prensa Y DifusióN Upqroo,
Universidad Politecnica Y,0vBNmfsKNtI,Complejo Universidad PolitéCnica,2014-01-17,2.08,3234,40,4,"upchiapas, complejo, tuxtla gutiérrez (city/town/village), universidad chiapas",,Upchiapas,
Universidad Politecnica Y,yR8lRAmjJpU,Recorrido Virtual De La Universidad PolitéCnica De Puerto Rico,2020-01-15,3.88,6554,80,0,,"¡Te invitamos a nuestro Recorrido Virtual! Acompaña a nuestros estudiantes, Karelia Silvestrini y Gonzalo Figueroa, en un recorrido completo a través de nuestra universidad, facilidades, laboratorios y recientes tecnologías. ¡Ven, únete a la Politécnica! Imagina qué saldría de ti. pupr.edu instagram.com/pupr_edu Matricúlate: https://mypoly.pupr.edu/ICS/Admissions/Admissions_and_Recruitment.jnz?portlet=Apply_to_PUPR",Universidad PolitéCnica,
Universidad Politecnica Y,d2lyZ2HqrPM,Universidad PolitéCnica Territorial Agroindustrial Del Estado TáChira,2021-05-11,2.65,278,4,0,,Programas Nacional de Formación Universitaria.,Sistema Nacional Ingreso Universitario,
Universidad Politecnica Y,A9T6xkpHcz0,IngenieríA QuíMica - Universidad PolitéCnica - Campus Tour Virtual 2021,2021-03-16,0.8,75,1,0,,Campus Tour Virtual de la Universidad Politécnica de Puerto Rico Matricúlate: https://mypoly.pupr.edu/ICS/Admissions/Admissions_and_Recruitment.jnz?portlet=Apply_to_PUPR 787-622-8000 - https://campustour.pupr.edu/ingenieria-quimica - https://pupr.edu Imagina qué saldría de ti.,Universidad PolitéCnica,
Universidad Politecnica Y,bF5bLE7_Um0,Minivlog Estudiando Arquitectura En La Universidad PolitéCnica De Madrid #Arquitectura #Universidad,2023-02-22,0.27,1227,35,3,,,Natalia Arquitectura,
Universidad Politecnica Y,VvQlTO7TplQ,PresentacióN Universidad PolitéCnica De Pachuca,2017-09-27,6.05,7531,85,13,"universidad, politecnica, pachuca, zempoala, hidalgo, upp, modelo educativo, academia, lincenciatura, ingenieria, investigacion, innovacion, programas edicativos, posgrado, medico cirujano, terapia fisica, biomedica, biotecnologia, software, mecanica automotriz, redes y telecomunicaciones mecatronica, doctorados, vinculacion, movilidad, impi",,Universidad PolitéCnica De Pachuca #Uppachuca,
Universidad Politecnica de Yucatan,XWcCU0DdMyw,¿Quieres Ingresar A La Universidad PolitéCnica De YucatáN? Esto Te Interesa,2021-03-07,2.13,255,6,0,"tele yucatan, yucatán, noticias yucatan hoy, yucatan, noticias yucatan de hoy, teleyucatan, upy yucatan, industria 4.0, industria 4.0 la nueva revolucion industrial, industria 4.0 explicado facilmente, industria 4.0 mexico, industria 4.0 la era de la inteligencia artificial, industria 4.0 yucatan, industria 4.0 méxico, industria 4.0 ycuatán, universidad politecnica de yucatan, ingenieria en sistemas embebidos, ingenieria de datos, ingenieria en robotica computacional",Las #Noticias más importantes de #Yucatán. Dale ME GUSTA en Facebook: http://bit.ly/2SGgY94 Síguenos en Instagram: http://bit.ly/38IGz74 Síguenos en Twitter: http://bit.ly/2Paf2Up,Tele YucatáN,
Universidad Politecnica de Yucatan,j-j_3wVQB44,La Universidad PolitéCnica De YucatáN Presenta Sus Atractivas Carreras,2024-03-11,2.1,129,5,0,"universidad politécnica de yucatán, licenciaturas, universidad, educacion, ingenierías en datos, ingenierías, ciber seguridad, inteligencia artificial, ia, ai, robótica computacional, proceso de admisión, tecnologia","Ingenierías en datos, ciber seguridad, así como robótica computacional son las carreras que ofrece la UPY",Novedades YucatáN,
Universidad Politecnica de Yucatan,zFziZ9wsHBw,Presentan La Nueva Universidad PolitéCnica De YucatáN,2015-12-30,1.18,220,2,0,"mérida, yucatán, méxico, diario de yucatán, grupo megamedia, yucatan.com.mx",,Diario De YucatáN Megamedia,
Universidad Politecnica de Yucatan,DIr5rCFH5PU,Inicia El Proceso De La Universidad PolitéCnica De YucatáN | Tele YucatáN,2023-02-21,2.18,39,1,0,"tele yucatan, tele yucatan te informa, noticias yucatan hoy, yucatan, noticias yucatan, noticias yucatan de hoy, teleyucatan, tele yucatan noticias de hoy, tele yucatán noticias, noticiero tele yucatan, tele yucatán, canal 13 yucatan",Inicia el proceso de la Universidad Politécnica de #Yucatán Las #Noticias más importantes de #Yucatán. 𝗗𝗮𝗹𝗲 𝗠𝗘 𝗚𝗨𝗦𝗧𝗔 𝗲𝗻 𝗙𝗮𝗰𝗲𝗯𝗼𝗼𝗸: http://bit.ly/2SGgY94 Síguenos en Instagram: http://bit.ly/38IGz74 Síguenos en Twitter: http://bit.ly/2Paf2Up Síguenos en TikTok: https://bit.ly/3ncbD93,Tele YucatáN,
Universidad Politecnica de Yucatan,Vgc9xv6_Y2A,Upy Abre La Carrera De IngenieríA En Ciberseguridad | Tele YucatáN,2022-03-18,2.03,514,14,1,"tele yucatan, tele yucatan te informa, noticias yucatan hoy, yucatan, noticias yucatan, noticias yucatan de hoy, teleyucatan, tele yucatan noticias de hoy, tele yucatán noticias, noticiero tele yucatan, tele yucatán, canal 13 yucatan, carrera ciberseguridad, carrera ciberseguridad upy, uso ciberseguridad carrera, carrera ciberseguridad gratis",UPY abre la carrera de ingeniería en Ciberseguridad  Las #Noticias más importantes de #Yucatán. 𝗗𝗮𝗹𝗲 𝗠𝗘 𝗚𝗨𝗦𝗧𝗔 𝗲𝗻 𝗙𝗮𝗰𝗲𝗯𝗼𝗼𝗸: http://bit.ly/2SGgY94 Síguenos en Instagram: http://bit.ly/38IGz74 Síguenos en Twitter: http://bit.ly/2Paf2Up Síguenos en TikTok: https://bit.ly/3ncbD93,Tele YucatáN,
Universidad Politecnica de Yucatan,hCZMVK_G0y4,PresentacióN Universidad PolitéCnica De YucatáN,2016-11-03,3.95,2215,38,0,"upy, universidad, politécnica, yucatán, sistemas embebidos, tic, robótica, big data, data science, siies, tecnologías disruptivas, canieti, tamu, bis, cgutp, sep, gobierno","Presentación oficial de la Universidad Politécnica de Yucatán. Somos una una universidad pública descentralizada del Gobierno del Estado de Yucatán, perteneciente al subsistema de Universidades Tecnológicas y Politécnicas de la Secretaría de Educación Pública, bajo un modelo Bilingüe, Internacional y Sustentable (BIS), y especializada en el campo de las Tecnologías de la Información y Comunicación.",UpyucatáN,
Universidad Politecnica de Yucatan,avGYHncAAmE,Comienza La ConstruccióN De La Universidad PolitéCnica De YucatáN,2016-01-08,1.15,535,1,0,"mérida, yucatán, méxico, diario de yucatán, grupo megamedia, yucatan.com.mx, universidad politécnica de yucatán, rolando zapata bello, ucú, raúl godoy montañez, david domínguez massa, eduardo joaquín méndez marrufo, josé alberto guerrero silva","La Universidad Politécnica de Yucatán, cuya construcción puso en marcha el Gobernador Rolando Zapata Bello este viernes 8 de enero, será la primera de las cinco importantes obras que están marcha en acabarse este mismo año. Esta universidad que se construye en terrenos del municipio de Ucu, su primera etapa que concluiría en 180 días tendría una inversión de 100 millones de pesos, y al concluirse sus cinco etapas en los próximos años, se habrá invertido 650 millones de pesos. Raúl Godoy Montañez...",Diario De YucatáN Megamedia,
Universidad Politecnica de Yucatan,WJ-xrmi3Ymk,Universidad PolitéCnica De YucatáN (Upy),2016-11-22,2.83,110,0,0,,"La Universidad Politécnica de Yucatán (UPY) es creada por el Gobierno de la República y del Estado, para contribuir en la consolidación de Yucatán como un polo de innovación y de tecnologías de la información y comunicación.",Procivy YucatáN,
Universidad Politecnica de Yucatan,ew7v9XLePxU,"La Universidad PolitéCnica De YucatáN, En Un 70% De Avance",2016-07-30,3.03,775,11,0,"mérida, yucatán, méxico, diario de yucatán, grupo megamedia, yucatan.com.mx, universidad politécnica de yucatán, gildardo sánchez gonzález, ricardo bello bolio, joaquín chan caamal, josé alberto guerrero silva","Con un 70% de avance en la construcción de su edificio, sus 3 carreras de ingeniería definidas y un primer cuatrimestre dedicado a la enseñanza del inglés, la Universidad Politécnica de Yucatán está lista para escribir su historia académica donde su objetivo es formar profesionistas globales en tecnologías que demanda el mercado local, nacional y mundial. Su primer rector Gildardo Sánchez González, quien tiene estudios de doctorado en Ciencias Computacionales y postdoctorado en Robótica, pronost...",Diario De YucatáN Megamedia,
Universidad Politecnica de Yucatan,8jnwC1Ajltw,Universidad PolitéCnica De YucatáN: FormacióN De Talento TecnolóGico Para El Futuro,2025-01-22,8.47,19,2,0,,"Descubre cómo la Universidad Politécnica de Yucatán impulsa el desarrollo tecnológico en el sureste mexicano con carreras innovadoras como inteligencia artificial, ciberseguridad y robótica. Ofrecen becas, certificación bilingüe y colaboración con empresas internacionales. #EducaciónTecnológica #YucatánInnovación #FuturoProfesional #CarrerasDelFuturo #UniversidadPolitécnica #TecnologíaAvanzada #TalentoMexicano #FormaciónProfesional #DesarrolloSostenible",La Revista Peninsular,
Universidad Politecnica de Yucatan,mjvOZ4PVzoA,Universidad PolitéCnica De YucatáN: Donde Se Crea El Futuro,2025-04-11,1.98,78,1,0,,"Bienvenidos al epicentro del cambio. La Universidad Politécnica de Yucatán lidera la revolución tecnológica en Latinoamérica, formando a los creadores del futuro. Aquí no solo se estudia: se transforma el mundo. #TecnologíaQueInspira #Ciberseguridad #InnovaciónUPY #YucatánFuturo #EducaciónDelMañana",UpyucatáN,
Universidad Politecnica de Yucatan,IeGyCfsOoDs,Inicia La Universidad PolitéCnica De YucatáN Proceso De AdmisióN | Tele YucatáN,2021-03-24,1.83,49,3,0,"tele yucatan, tele yucatan te informa, yucatán, noticias yucatan hoy, yucatan, noticias yucatan, noticias yucatan de hoy, teleyucatan, tele yucatan noticias de hoy, tele yucatán noticias, noticiero tele yucatan, upy yucatan, upy experience, upy","El #UPY Experience, es un evento donde aspirantes tendrán la oportunidad de tomar talleres y conferencias relacionados con las ingenierías, recorridos por los laboratorios y muestras de proyectos, esto acerca a las y los jóvenes a tener una visión más clara y concisa de lo que se estudia en la universidad. El evento es completamente gratuito. Las #Noticias más importantes de #Yucatán. Dale ME GUSTA en Facebook: http://bit.ly/2SGgY94 Síguenos en Instagram: http://bit.ly/38IGz74 Síguenos en Twitte...",Tele YucatáN,
Universidad Politecnica de Yucatan,yi6nNKceYws,InauguracióN De La Universidad PolitéCnica De YucatáN,2016-11-03,0.42,71,0,0,,"La ceremonia estuvo encabezada por el Secretario de Educación, Aurelio Nuño, y el Gobernador del estado, Rolando Zapata.",Revistabalcon,
Universidad Politecnica de Yucatan,KmtVj22byLI,Universidad PolitéCnica De YucatáN,2016-10-12,7.58,2499,47,1,"universidad, politécnica, yucatán, investigación, educación superior, tic, robótica, sistemas embebidos, ciencia de datos, big data, akw, impresión 3d","Universidad Politécnica de Yucatán, especializada en tecnologías disruptivas, operando bajo el modelo Bilingüe, Internacional y Sustentable",UpyucatáN,
Universidad Politecnica de Yucatan,pz1iWOjgog4,Universidad PolitéCnica De YucatáN,2017-11-22,2,172,5,0,"universidad, politécnica, yucatán, upy",Construcción de la segunda etapa de la Universidad Politécnica de Yucatán,"Constructora Lusen, S.A. De C.V.",
Universidad Politecnica de Yucatan,t64RnJwm9po,Inauguran La Universidad PolitéCnica De YucatáN,2016-11-03,1.27,127,0,0,,,YucatáN Ahora,
Universidad Politecnica de Yucatan,hwxSOnYemM8,Alumnos De La Universidad PolitéCnica De YucatáN Se Van De Intercambio A Canadá | Tele YucatáN,2021-10-18,1.77,46,1,0,"tele yucatan, tele yucatan te informa, noticias yucatan hoy, yucatan, noticias yucatan, noticias yucatan de hoy, teleyucatan, tele yucatan noticias de hoy, tele yucatán noticias, noticiero tele yucatan, tele yucatán, upy yucatan, universidad politecnica de yucatan",¡De #Yucatán para el mundo! Alumnos de la Universidad Politécnica de Yucatán viajarán a #Canadá para un intercambio estudiantil.  Las #Noticias más importantes de #Yucatán. 𝗗𝗮𝗹𝗲 𝗠𝗘 𝗚𝗨𝗦𝗧𝗔 𝗲𝗻 𝗙𝗮𝗰𝗲𝗯𝗼𝗼𝗸: http://bit.ly/2SGgY94 Síguenos en Instagram: http://bit.ly/38IGz74 Síguenos en Twitter: http://bit.ly/2Paf2Up,Tele YucatáN,
Universidad Politecnica de Yucatan,sNo7v-hq8UE,Mensaje Del Rector De La Upy,2016-12-07,1.17,299,5,0,"upy, universidad, yucatán, politécnica, tic, méxico, big data, robotica, data science, robotics, sistemas embebidos, embebed","Presentación general de la Universidad Politécnica de Yucatán a cargo de su rector, Dr. Gildardo Sánchez Ante",UpyucatáN,
Universidad Politecnica de Yucatan,B327lRmsgB0,Primera GeneracióN De La Upy A Punto De Egresar,2019-10-30,1.55,288,6,0,"noticias, promovision, television, cancun, merida, chetumal, cozumel, campeche","Noticias Canal 10, somos un equipo de profesionales de la noticia y te mantendremos informado con lo mas relevante de lo que sucede en las principales ciudades del estado de Quintana Roo, Yucatán, del país y el mundo. Sitio Oficial: http://www.noticias.canal10.tv Síguenos en redes sociales Facebook: https://www.facebook.com/tucanaldiez Twitter: https://twitter.com/noticiascanal10 Sitio oficial de la televisora : http://www.canal10.tv Todos los derechos reservados PROMOVISION DEL CARIBE SA DE CV...",Noticias Canal 10,
