Item_Identifier,Total_Sales,Avg_Sales,Store_Count,Avg_MRP,Avg_Visibility,Item_Weight,Item_Fat_Content_Low Fat,Item_Fat_Content_NA,Item_Fat_Content_Regular,Item_Type_Baking Goods,Item_Type_Breads,Item_Type_Breakfast,Item_Type_Canned,Item_Type_Dairy,Item_Type_Frozen Foods,Item_Type_Fruits and Vegetables,Item_Type_Hard Drinks,Item_Type_Health and Hygiene,Item_Type_Household,Item_Type_Meat,Item_Type_Others,Item_Type_Seafood,Item_Type_Snack Foods,Item_Type_Soft Drinks,Item_Type_Starchy Foods,Item_Category_Broad_Drink,Item_Category_Broad_Food,Item_Category_Broad_Non-Consumable
FDC14,-1.0570142620884708,-1.4413325528816088,1.657717324249219,-1.6027432992089048,-0.4357160106091513,0.3641960566005203,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
FDC15,-0.7346058854602799,-0.4444917445315128,-0.9600403951780108,0.2628462174783472,2.9360085651932115,1.1392658078764042,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
FDC16,-0.31709318875244935,-0.7133556320510961,1.0032778943924114,-0.8824540205465926,-1.0526423986862088,-0.2816954027960495,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
FDC17,2.85040114130297,2.099839754962187,1.0032778943924114,1.1286217683190298,-1.161472108175868,-0.14175225326012594,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
FDC20,-1.265675979278128,-1.4922960851712892,0.348838464535604,-1.3675308318330297,-0.9033844823361169,-0.4646979829584108,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
FDC21,-1.062502869615455,-1.1507154000643525,-0.3056009653212034,-0.5158469220242685,-0.31633625544762256,0.3857257719137392,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
FDC22,0.30841880699523017,0.5538934132819074,-0.3056009653212034,0.8538833209174386,1.4105949289533708,-1.2742152787354453,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
FDC23,-1.240125564928374,0.8904145153851932,-2.923358684748433,0.6017455898126705,-1.1082527713056967,1.117736092563185,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
FDC26,-0.857342505503357,-0.89561828490354,-0.3056009653212034,-0.48196954867026565,1.5580308156374414,-0.5626581876335572,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
FDC28,-0.707730634810909,-0.7095903609786115,-0.3056009653212034,-0.5164912235334737,-0.3235624728716241,-1.0556886683062723,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
FDC29,0.24198772968586987,-0.21681050936722662,1.0032778943924114,-0.4334099245675702,-0.9756472142959725,-0.95126954903716,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
FDC32,-0.8136229076160003,-0.8412571837945477,-0.3056009653212034,-0.782897011559588,0.9287857689624613,1.1930900961594517,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
FDC33,1.3582569432773413,1.226543401751762,0.348838464535604,0.8979879068942234,-0.026178744916102652,-0.8285501717518117,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
FDC34,0.7630269200923331,0.6097841557640963,0.348838464535604,0.2400551254260665,2.6414166266930152,0.6871417862988052,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
FDC35,0.36519750555023855,0.19756541647440673,0.348838464535604,1.0642230654483762,1.4112931474801635,-1.1568783302784016,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
FDC37,-0.9026708331831055,-0.2952536567106497,-1.6144798250348182,-0.5436313507728886,-0.6171335770434354,0.5794932097327102,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
FDC38,-0.5273636357344981,-0.12238457075258073,-0.9600403951780108,-0.1307350239422113,1.1125748447839927,0.622552640359148,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
FDC39,0.3127718405511139,1.1833996707128789,-0.9600403951780108,1.0646117940255966,1.893630087381051,-1.1633372448723671,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
FDC40,-0.7648878580229511,-0.7806598524717531,-0.3056009653212034,-1.0152901229147666,-0.10566713091798965,0.6871417862988052,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
FDC41,-0.43254320914763367,-0.8158920317928565,1.0032778943924114,-1.032044723446281,1.4981895495763249,0.6010229250459291,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
FDC44,0.3763639829327238,0.20913578070756195,0.348838464535604,-0.42887051362497813,2.1762169955651856,0.6010229250459291,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
FDC45,-0.26003059670466533,-0.45027692664809,0.348838464535604,0.4861793757782539,1.753949963907863,0.9024389394309951,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
FDC46,2.0797249395829844,1.4153672635712875,1.0032778943924114,0.6896605307437034,1.223208682406796,1.053146946623528,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
FDC47,1.6158429723885641,1.4934462105877597,0.348838464535604,1.4079407392357048,1.6359425290678855,0.47184463316661523,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
FDC48,-0.8969929633276047,-0.6968825711089771,-0.9600403951780108,-0.9322461013933245,-1.0895911664363747,-0.7779553407657471,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
FDC50,0.010141377252917527,-0.42272377114371273,1.0032778943924114,-0.745568022977701,1.7370673880094811,0.6548472133289766,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
FDC51,-0.1718343516158853,-0.04325504586990256,-0.3056009653212034,-0.29472908708017864,-1.2853670978433016,-0.41195018044102444,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
FDC52,-0.8180705723361427,-0.574217099450699,-0.9600403951780108,0.15278341216839025,-1.2808934631607631,-0.35704940639231586,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
FDC53,-0.6305116047760971,-0.8341580789599677,0.348838464535604,-0.6854646635017478,-1.2813832993658312,-0.8888333746288251,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
FDC56,-0.7580744141963501,0.004399166141226984,-1.6144798250348182,-0.3398677769792378,1.0935853158658728,-1.0955186416357274,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
FDC57,-0.6246444725920796,-0.2735837372570291,-0.9600403951780108,0.8512255771919677,-0.11231079404462997,1.5698601141407842,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
FDC58,-1.2702182751625286,-1.4089894626925736,-0.3056009653212034,-1.5593350957799859,-0.5975040858421901,-0.5626581876335572,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
FDC59,-0.6956178457858405,-1.0495405492371959,1.0032778943924114,-1.2321265743301886,-0.19850878929760998,0.8378497934913379,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
FDC60,-1.04045380834326,-0.9198572174326577,-0.9600403951780108,-0.8514313630937319,1.8097197113414565,-1.5896256080741031,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
FDD02,-0.2968421196011626,-0.1986901423308956,-0.3056009653212034,-0.37141063119822104,-0.18106777871552002,0.8163200781781194,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
FDD03,0.4248151390329979,0.6986210201305233,-0.3056009653212034,1.481561851185023,0.20747323000460757,0.10583947284189253,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
FDD04,-0.20334652931391514,-0.39154262007470203,0.348838464535604,0.027997243537248404,0.6621046293045313,0.6871417862988052,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
FDD05,0.805800206337106,0.006311217857722848,1.657717324249219,-0.3185392493528522,-1.1038506657850804,1.4083872492916416,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
FDD08,-1.1609192804441368,-1.3837503800348272,0.348838464535604,-1.666754117230505,-0.738646772973821,-0.970646292819057,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
FDD09,1.110701817577503,0.9700343099387676,0.348838464535604,0.6400654220726425,-1.0329395722804002,0.14889890346833037,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
FDD10,0.08035770113261169,-0.3603614690056913,1.0032778943924114,0.592680727793519,-0.4021224294508345,1.677508690706879,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
FDD11,0.8941857137544033,0.7456869085365774,0.348838464535604,1.8103811264078329,-0.8395923794849406,0.008955753932406843,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
FDD14,0.37589082711143207,0.20864551103666532,0.348838464535604,0.6923451203653914,2.570740425781313,1.6990384060200976,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
FDD16,-1.2391792532857906,-1.2287271100973869,-0.9600403951780108,-1.0685899652637563,-0.44323578431568733,1.6559789753936598,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
FDD17,1.7509762749494846,1.1233906629951604,1.0032778943924114,1.5639500658131666,-0.7184681329826463,-1.1428840153248092,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
FDD20,-0.4031129170632872,0.7399997803541791,-1.6144798250348182,-0.2621123970125206,-1.050285260898001,0.28884205300425386,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
FDD21,0.5349658142297146,0.37347417439203345,0.348838464535604,-0.43183752207486736,-0.8400450296489165,-0.5400519865546772,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
FDD22,-0.7410408046298476,1.0280822389729005,-2.2689192548916255,-0.4422515821353188,0.6318114498352945,-0.6046411324943344,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
FDD23,-0.28558101105441946,0.9835657528555081,-1.6144798250348182,0.7363165506969398,-0.45439019880486126,-0.7122897090604293,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
FDD26,0.514904007406945,0.35268674034602643,0.348838464535604,0.7079017803051475,0.4050881714526001,-0.8823744600348591,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
FDD28,-1.1119949685225712,-1.0310503787919603,-0.9600403951780108,-1.3183244517391894,-0.359592179547665,-0.4550096110674623,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
FDD29,2.920049678197114,1.6493519659328135,1.657717324249219,1.8094275601742091,-1.0659044483048865,-0.14175225326012594,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
FDD32,-1.256212862852293,-1.0279126528982234,-1.6144798250348182,-0.9591983073592214,-0.6183174577235766,1.053146946623528,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
FDD33,0.749021507782098,1.8614426255625947,-0.9600403951780108,1.4835624073711047,0.8112844556760962,0.008955753932406843,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
FDD34,0.043924702893147954,0.22502051804460513,-0.3056009653212034,0.34422471959849416,-1.1523486738591098,-1.0470767821809845,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
FDD35,-0.04266281240324037,0.11735729831575685,-0.3056009653212034,-0.34094161282791263,-0.9405486962695058,-0.14175225326012594,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
FDD36,-0.835861231216712,-0.6018683088892556,-0.9600403951780108,-0.3474909376689824,-0.9621252401599101,0.10583947284189253,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
FDD38,0.24520518927065385,-0.5968675582461123,2.3121567541060264,-0.628889621814299,-1.2849153123927954,0.8486146511479475,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
FDD39,1.9956924657215722,1.340734211955974,1.0032778943924114,1.22422092517806,0.16067408345197615,0.8378497934913379,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
FDD40,1.2313565520068965,1.0950530760173485,0.348838464535604,0.8358031467332955,-1.1760159972477824,1.6021546871106123,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
FDD41,-0.22407075428649306,-0.41301643165996393,0.348838464535604,-0.5704214075256356,0.3638897430791964,-1.3011274228769687,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
FDD44,2.9561041517795443,2.88218408036889,0.348838464535604,1.878740442698643,0.1783665648138928,-1.0244705811021044,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
FDD45,-0.848352544898814,-0.621282987856753,-0.9600403951780108,-0.7424284337664173,0.9814441895686334,-0.9028276895824173,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
FDD46,-0.25217621007122254,-0.4421384501112099,0.348838464535604,0.215130321542468,2.2204015069197887,-1.4582943446634673,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
FDD47,1.0425673793114925,0.8994354773296869,0.348838464535604,0.4980055299797128,1.8746644880413341,-1.1213543000115904,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
FDD48,-1.1252433315187398,-0.16621467933071857,-2.2689192548916255,-0.41062926406353367,-0.8476910342323264,-0.5195987570071194,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
FDD50,1.4057617877350317,0.8167900185214374,1.0032778943924114,0.44921226987736995,1.5198129402649623,1.3007386727255468,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
FDD51,-1.3088277901799346,-1.5370086791570405,0.348838464535604,-1.5501280272134457,1.4372426356812762,-0.35704940639231586,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
FDD52,-0.19596529850176406,-0.38389441320871837,0.348838464535604,-0.4975122487439894,2.401741617938583,1.1715603808462325,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
FDD53,-1.3789494828953703,-1.5441862271389637,-0.3056009653212034,-1.5818437690040654,-0.28303781606944817,0.730201216925243,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
FDD56,0.6196607062409362,0.4612324454824883,0.348838464535604,0.5717340255138984,0.9652216075089152,0.5149040637930526,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
FDD57,-0.26050375252595703,-0.6630959869317739,1.0032778943924114,-0.7377443617944965,-0.9685213747144276,1.1392658078764042,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
FDD58,-0.5877383185313241,-0.7898377007109337,0.348838464535604,-0.6618681945629606,-0.07100010862873453,-1.0869067555104397,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
FDD59,-0.809175242895858,-0.5603914947314206,-0.9600403951780108,-0.9852109069575276,-0.08345627519666923,-0.4969925559282394,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
FDE02,-0.44068148927385153,-0.37754051827390106,-0.3056009653212034,-0.7604817620543433,1.4711192620848939,-0.8823744600348591,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
FDE04,0.40021103632582744,0.23384537212074033,0.348838464535604,0.630697278128801,-1.06392187547955,1.4945061105445172,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
FDE05,0.06663618231515135,-0.11179474586121875,0.348838464535604,0.07945760507745799,-0.7080479368450482,-0.41195018044102405,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
FDE08,-0.09111396850351453,0.0571129611560077,-0.3056009653212034,0.1089322514518925,-0.14425159505581217,1.1607955231896228,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
FDE09,-1.003736916611021,-1.0776456083139536,-0.3056009653212034,-0.49043889200876617,-0.8682469932819644,-0.8683801450812669,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
FDE10,-0.22217813100132625,-0.41105535297637846,0.348838464535604,-0.15164690325931038,0.679877004033492,-1.321580652424527,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
FDE11,2.172274218227649,1.0682353250193157,1.657717324249219,0.7011903062509277,2.0595723038565974,1.053146946623528,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
FDE14,-0.36062352431128936,-0.2779961642950969,-0.3056009653212034,-0.6720159433329408,-0.8214431807800393,0.18119347643815892,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
FDE16,2.2740973509696314,1.58799821854635,1.0032778943924114,1.0849431883639267,-0.8161289531513227,-0.8425444867054043,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
FDE17,0.7539423283235318,0.23787959112697363,1.0032778943924114,0.16816749134675238,-0.3321671734416284,1.5698601141407842,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
FDE20,0.7181717482338764,1.0633816552774418,-0.3056009653212034,0.45082440429647375,-1.372429006436303,-0.313989975765878,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
FDE21,-0.7234394080777947,0.07617464596045943,-1.6144798250348182,-0.4026034149305358,-1.0019467233634682,-0.0018091037242020415,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
FDE22,-0.4685030515658057,-0.41213394625235056,-0.3056009653212034,0.2951128370593372,-0.6824270999226009,-0.6703067641996522,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
FDE23,-1.0656256980359804,-1.1545983358578518,-0.3056009653212034,-1.5193368580885347,-0.3575461935165008,1.0316172313103094,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
FDE24,-0.27734809976394315,-0.4682207966028983,0.348838464535604,0.013754958676270336,0.7195684755231877,0.43955006019678666,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
FDE26,-0.29854548055781305,-0.20080810730916823,-0.3056009653212034,0.05070672406503028,0.6555698224033393,-0.7553491396868671,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
FDE28,0.3678471781494724,0.6277868580794117,-0.3056009653212034,1.4328655431193034,2.6606994256527585,-0.7122897090604293,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
FDE29,-0.7993336018129897,-1.009086297535802,0.348838464535604,-1.2865539443202874,1.550059049231262,-0.8403915151740824,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
FDE32,-1.2202530204341209,-1.4452301967652352,0.348838464535604,-1.6509150384625466,-0.4540392599655947,1.6990384060200976,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
FDE33,-0.46661042828063864,-0.8461486743396054,1.0032778943924114,-1.0010220659934201,-0.2210587411081268,1.4083872492916416,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
FDE34,0.8368392282138445,0.686266224423934,0.348838464535604,0.6693134890830069,1.0623508249196405,-0.7779553407657471,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
FDE35,-1.153632680796244,-1.2640265264019273,-0.3056009653212034,-1.3166331602775263,-0.40020886295446484,-1.2376147627029728,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
FDE36,1.7271292215563807,1.6087576371825916,0.348838464535604,0.3604256810474557,-0.6007231449621845,-1.6251496383409145,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
FDE38,-0.6581439047395348,1.2857679779960463,-2.2689192548916255,0.3756859622929781,-0.5451536953898214,-1.3538752253943553,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
FDE39,-0.9157299338507575,0.4850595514880535,-2.2689192548916255,-0.3500552576756186,-0.722054781143976,-1.0589181256032552,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
FDE40,-0.9732656817198331,-1.03975756814708,-0.3056009653212034,-1.2659105239653567,1.011778258466096,0.6010229250459291,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
FDE41,-0.7575066272108,-0.9657464586285602,0.348838464535604,-0.906650150104304,-0.1283313463389965,-0.7779553407657471,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
FDE44,-1.1277037417894566,-1.2317863928437804,-0.3056009653212034,-1.4677411932313924,2.1532937185708483,0.39649062957034886,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
FDE45,0.5197301967841207,0.8166387353087035,-0.3056009653212034,0.6086976030969932,-0.4715464130772841,-0.1525171109167356,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
FDE46,-0.47049030601523123,-0.668348876262807,0.348838464535604,0.17545423460561946,-1.1132742882303812,1.2469143844424992,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
FDE47,-0.5800731942263979,-0.20430863275936859,-0.9600403951780108,-0.260233184277339,-0.683842132120031,0.28884205300425386,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
FDE50,-0.17382160606531055,1.2151691453869655,-1.6144798250348182,0.7572423898800725,-1.1462539539162906,1.4837412528879077,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
FDE51,-1.18135961192394,-1.4809498442162583,1.0032778943924114,-1.5631535026527534,0.9751008136830943,-1.4819770315080083,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
FDE52,-1.2040710913459434,1.1145658089190253,-2.923358684748433,-0.8385453329096302,-0.8584907162548975,0.1166043304985018,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
FDE53,-0.8470277085991971,-0.8827928303128901,-0.3056009653212034,-0.5541409822238723,-0.8420200617552139,-0.41195018044102444,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
FDE56,-0.9644649834438067,-0.8017512537137161,-0.9600403951780108,-1.262286327976078,2.525241395305653,0.9562632277140425,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
FDE57,0.058687164517450124,0.7884874508058325,-0.9600403951780108,0.005312461233986417,-0.7192661624816487,-0.6907599937472104,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
FDE58,-0.3305308140771346,0.18354370388677,-0.9600403951780108,-0.35312857587452673,-0.38402973951462016,1.22538466912928,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
FDE59,-1.2912263936278818,-1.5187706473996945,0.348838464535604,-1.701611902714348,-0.01666289079089414,-0.14175225326012594,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
FDF02,-0.9908670782718857,-0.4780261900208259,-1.6144798250348182,-0.6326759670167275,0.7153051461633951,0.730201216925243,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
FDF04,2.600953392317965,1.4013735663934166,1.657717324249219,1.8863104485138773,-1.1688458398686377,1.0100875159970901,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
FDF05,3.500801133250594,2.10066971147649,1.657717324249219,1.9631933368535468,-0.9189231970692464,1.0100875159970901,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
FDF08,-0.633161277375331,-0.8369035891169876,0.348838464535604,-0.8358467834219095,0.08140715327691535,0.3211366259740828,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
FDF09,-1.334567466858205,-1.5636793492538044,0.348838464535604,-1.6619078960454339,-1.2319691233893455,-1.4195408570996733,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
FDF10,-0.5446811387937758,-0.1493003756847929,-0.9600403951780108,0.10721518792986119,1.8451097919233614,0.5794932097327102,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
FDF11,0.5939210295626657,0.9088878765845695,-0.3056009653212034,1.5898657133748497,-1.1146576174521996,-0.5626581876335572,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
FDF12,0.3848807877159751,0.21796063478369715,0.348838464535604,0.11914765188033931,0.2619604369677273,-0.9846406077726496,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
FDF14,-0.32371737025053365,0.19413352877813198,-0.9600403951780108,0.18480841868342862,-0.9118021117813951,-1.1321191576681997,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
FDF16,0.48992138004274133,-0.23916680636010215,1.657717324249219,0.10887909657738361,0.6653459273261939,-1.1859434459512472,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
FDF17,-0.3270294609995758,0.8976705065144597,-1.6144798250348182,0.8993441615711002,-0.5822478896498519,-1.6402204390601678,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
FDF20,1.1061595216931024,0.9653277210981622,0.348838464535604,0.9044309219862737,-0.7056744751350332,0.008955753932406843,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
FDF21,2.0269207499268265,1.3684694676238265,1.0032778943924114,0.7851202423475269,-0.07221383510573179,-0.5400519865546772,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
FDF22,1.9806461106044948,0.9193159124845357,1.657717324249219,1.1611313816120628,-0.17983222401824664,-1.2795977075637497,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
FDF24,-0.3447254887158866,-0.5380351977385449,0.348838464535604,-0.9380040092139206,-0.8902569555567184,0.5794932097327102,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
FDF26,0.11944037197130951,-0.05708065058918081,0.348838464535604,0.21298264984511742,-0.3875002609212452,-1.2882095936890372,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
