Item_Identifier,Total_Sales,Avg_Sales,Store_Count,Avg_MRP,Avg_Visibility,Item_Weight,Item_Fat_Content,Broad_Category,Item_Type
FDC21,4449.5414,889.90828,5,108.9854,0.055275661399999995,14.6,Regular,Food,Fruits and Vegetables
FDC22,14094.986,2818.9972000000002,5,194.022,0.13660812,6.89,Regular,Food,Snack Foods
FDC23,3199.8348,3199.8348,1,178.3686,0.017979145,18.0,Low Fat,Food,Starchy Foods
FDC26,5892.9958,1178.59916,5,111.0886,0.143551838,10.195,Low Fat,Food,Canned
FDC28,6945.6256,1389.1251200000002,5,108.94539999999999,0.05493533166666666,7.905,Low Fat,Food,Frozen Foods
FDC29,13627.5944,1946.7992,7,114.10331428571429,0.024224406,8.39,Regular,Food,Frozen Foods
FDC32,6200.5954,1240.11908,5,92.4062,0.11391658260000001,18.35,Low Fat,Food,Fruits and Vegetables
FDC33,21481.3712,3580.2285333333334,6,196.76013333333333,0.068941072,8.96,Regular,Food,Fruits and Vegetables
FDC34,17293.4892,2882.2482,6,155.91386666666668,0.1945755455,16.0,Regular,Food,Snack Foods
FDC35,14494.465999999999,2415.744333333333,6,207.08046666666667,0.13664100366666668,7.435,Low Fat,Food,Starchy Foods
FDC37,5574.0776000000005,1858.0258666666668,3,107.26046666666667,0.04110915266666667,15.5,Low Fat,Food,Baking Goods
FDC38,8214.6404,2053.6601,4,132.89419999999998,0.1225724095,15.7,Low Fat,Food,Canned
FDC39,14125.612799999999,3531.4031999999997,4,207.1046,0.15935739766666668,7.405,Low Fat,Food,Dairy
FDC40,6543.4824,1308.69648,5,77.9786,0.06519744520000001,16.0,Regular,Food,Dairy
FDC41,8881.771999999999,1268.8245714285713,7,76.93842857142856,0.14073352228571429,15.6,Low Fat,Food,Frozen Foods
FDC44,14573.0304,2428.8384,6,114.38513333333333,0.1726662592,15.6,Low Fat,Food,Fruits and Vegetables
FDC45,10095.5254,1682.5875666666668,6,171.19393333333335,0.15277894916666668,17.0,Low Fat,Food,Fruits and Vegetables
FDC46,26557.430399999997,3793.918628571428,7,183.8266,0.12778287885714285,17.7,Low Fat,Food,Snack Foods
FDC47,23293.6788,3882.2798000000003,6,228.4194,0.147221209,15.0,Low Fat,Food,Snack Foods
FDC48,5614.0256,1403.5064,4,83.13419999999999,0.01885804175,9.195,Low Fat,Food,Baking Goods
FDC50,11996.384399999999,1713.7692,7,94.72368571428571,0.15198383850000002,15.85,Low Fat,Food,Canned
FDC51,10716.051,2143.2102,5,122.71300000000001,0.009637675600000001,10.895,Regular,Food,Dairy
FDC52,6169.3027999999995,1542.3256999999999,4,150.4958,0.00984836825,11.15,Regular,Food,Dairy
FDC53,7488.9184000000005,1248.1530666666667,6,98.45506666666667,0.009825298666666668,8.68,Low Fat,Food,Frozen Foods
FDC56,6591.42,2197.14,3,119.91066666666666,0.12167806866666668,7.72,Low Fat,Food,Fruits and Vegetables
FDC57,7530.198,1882.5495,4,193.857,0.06488455175,20.1,Regular,Food,Fruits and Vegetables
FDC58,2988.1104,597.62208,5,44.2028,0.0420336335,10.195,Low Fat,Food,Snack Foods
FDC59,7030.848,1004.4068571428571,7,64.5168,0.060824925666666675,16.7,Regular,Food,Starchy Foods
FDC60,4604.6728,1151.1682,4,88.1514,0.1554055105,5.425,Regular,Food,Baking Goods
FDD02,9836.5292,1967.3058400000002,5,117.95239999999998,0.061646336666666655,16.6,Low Fat,Food,Canned
FDD03,14913.92,2982.784,5,232.99,0.0799452682,13.3,Low Fat,Food,Dairy
FDD04,10494.3396,1749.0566,6,142.74873333333332,0.10135682750000001,16.0,Low Fat,Food,Dairy
FDD05,17594.4308,2199.30385,8,121.2348,0.018186468875,19.35,Low Fat,Food,Frozen Foods
FDD08,3757.1094,626.1849,6,37.53393333333333,0.035386303333333334,8.3,Low Fat,Food,Fruits and Vegetables
FDD09,19739.6384,3289.939733333333,6,180.7476,0.021526135000000002,13.5,Low Fat,Food,Fruits and Vegetables
FDD10,12490.408,1784.3439999999998,7,177.80582857142858,0.05123543066666666,20.599999999999998,Regular,Food,Snack Foods
FDD11,18216.288,3036.0480000000002,6,253.404,0.030632116,12.85,Low Fat,Food,Starchy Foods
FDD14,14569.7014,2428.2835666666665,6,183.9932666666667,0.191246942,20.7,Low Fat,Food,Canned
FDD16,3206.4928,801.6232,4,74.6696,0.0492991345,20.5,Low Fat,Food,Frozen Foods
FDD17,24244.4412,3463.4916000000003,7,238.1048857142857,0.036336647166666666,7.5,Low Fat,Food,Frozen Foods
FDD20,9088.8358,3029.6119333333336,3,124.73793333333333,0.020709213333333334,14.15,Low Fat,Food,Fruits and Vegetables
FDD21,15688.911199999999,2614.818533333333,6,114.20093333333334,0.03061079775,10.3,Regular,Food,Fruits and Vegetables
FDD22,6711.263999999999,3355.6319999999996,2,113.5544,0.099930124,10.0,Low Fat,Food,Snack Foods
FDD23,9915.759399999999,3305.253133333333,3,186.72313333333332,0.04877380033333333,9.5,Regular,Food,Starchy Foods
FDD26,15547.7616,2591.2936,6,184.95906666666667,0.08925224533333333,8.71,Regular,Food,Canned
FDD28,4101.3279999999995,1025.3319999999999,4,59.1654,0.05323845766666667,10.695,Low Fat,Food,Frozen Foods
FDD29,32469.7344,4058.7168,8,253.3448,0.019973603875,12.15,Low Fat,Food,Frozen Foods
FDD32,3086.6488,1028.8829333333333,3,81.46093333333333,0.041053396,17.7,Regular,Food,Fruits and Vegetables
FDD33,17194.950800000002,4298.737700000001,4,233.1142,0.10838267900000001,12.85,Low Fat,Food,Fruits and Vegetables
FDD34,12234.075,2446.815,5,162.381,0.0159023812,7.945,Low Fat,Food,Snack Foods
FDD35,11624.868,2324.9736000000003,5,119.84400000000001,0.025877424250000003,12.15,Low Fat,Food,Starchy Foods
FDD36,6044.1324,1511.0331,4,119.4374,0.024861244,13.300000000000002,Low Fat,Food,Baking Goods
FDD38,13650.231600000001,1516.6924000000001,9,101.9674,0.009658953125000001,16.75,Regular,Food,Canned
FDD39,25966.2,3709.457142857143,7,217.01357142857142,0.077741191,16.7,Low Fat,Food,Dairy
FDD40,20588.5334,3431.422233333333,6,192.89953333333332,0.0147877325,20.25,Regular,Food,Dairy
FDD41,10348.529400000001,1724.7549000000001,6,105.59726666666667,0.0873119425,6.765,Regular,Food,Frozen Foods
FDD44,32723.4042,5453.9007,6,257.64793333333336,0.07857444540000001,8.05,Regular,Food,Fruits and Vegetables
FDD45,5956.2468,1489.0617,4,94.9186,0.11639661125,8.615,Low Fat,Food,Fruits and Vegetables
FDD46,10150.7868,1691.7978,6,154.36646666666667,0.17474719616666667,6.035,Low Fat,Food,Snack Foods
FDD47,19260.2624,3210.0437333333334,6,171.92813333333334,0.15846418383333333,7.6,Regular,Food,Starchy Foods
FDD48,4008.116,2004.058,2,115.5176,0.0302506975,10.395,Low Fat,Food,Baking Goods
FDD50,21815.6028,3116.514685714286,7,168.89891428571428,0.14175190885714287,18.85,Low Fat,Food,Canned
FDD51,2716.464,452.74399999999997,6,44.77439999999999,0.1378631344,11.15,Low Fat,Food,Dairy
FDD52,10546.271999999999,1757.7119999999998,6,110.12366666666667,0.1832876853333333,18.25,Regular,Food,Dairy
FDD53,2223.1062,444.62124000000006,5,42.8054,0.056843902200000004,16.2,Low Fat,Food,Frozen Foods
FDD56,16284.8022,2714.1337,6,176.5054,0.115632584,15.2,Regular,Food,Fruits and Vegetables
FDD57,10092.1964,1441.742342857143,7,95.20939999999999,0.024560008285714283,18.1,Low Fat,Food,Fruits and Vegetables
FDD58,7789.86,1298.31,6,99.92,0.06683014150000001,7.76,Low Fat,Food,Snack Foods
FDD59,6231.888,1557.972,4,79.846,0.06624349933333333,10.5,Regular,Food,Starchy Foods
FDE02,8824.5132,1764.9026399999998,5,93.79780000000001,0.1394586058,8.71,Low Fat,Food,Canned
FDE04,14740.812,2456.802,6,180.16600000000003,0.020066976166666667,19.75,Regular,Food,Frozen Foods
FDE05,12393.867,2065.6445,6,145.94353333333333,0.0368274022,10.895,Regular,Food,Frozen Foods
FDE08,11283.9784,2256.79568,5,147.77339999999998,0.063380251,18.2,Low Fat,Food,Fruits and Vegetables
FDE09,4863.0032,972.60064,5,110.56280000000001,0.02928258325,8.775,Low Fat,Food,Fruits and Vegetables
FDE10,10361.8454,1726.9742333333334,6,131.59593333333333,0.10219384460000001,6.67,Regular,Food,Snack Foods
FDE11,27208.5828,3401.07285,8,184.5424,0.16717269950000002,17.7,Regular,Food,Starchy Foods
FDE14,9387.779999999999,1877.5559999999998,5,99.28999999999999,0.0314868802,13.65,Regular,Food,Canned
FDE16,27924.9836,3989.283371428571,7,208.36682857142858,0.03173716185714286,8.895,Low Fat,Food,Frozen Foods
FDE17,17229.5724,2461.367485714286,7,151.4508857142857,0.05453008016666667,20.1,Regular,Food,Frozen Foods
FDE20,16977.9,3395.5800000000004,5,168.999,0.0055373622,11.35,Regular,Food,Fruits and Vegetables
FDE21,6835.102800000001,2278.3676,3,116.01586666666667,0.022985790500000002,12.8,Low Fat,Food,Fruits and Vegetables
FDE22,8628.768,1725.7536,5,159.332,0.0380340546,9.695,Low Fat,Food,Snack Foods
FDE23,4427.570000000001,885.5140000000001,5,46.686,0.05333481650000001,17.6,Regular,Food,Starchy Foods
FDE24,9973.684,1662.2806666666665,6,141.86453333333333,0.104063175,14.85,Low Fat,Food,Baking Goods
FDE26,9824.5448,1964.90896,5,144.1586,0.1010490608,9.3,Low Fat,Food,Canned
FDE28,14513.1084,2902.6216799999997,5,229.9668,0.19548369833333334,9.5,Regular,Food,Frozen Foods
FDE29,6301.1312,1050.1885333333332,6,61.1378,0.1431763955,8.905,Low Fat,Food,Frozen Foods
FDE32,3339.6528,556.6088,6,38.517266666666664,0.048790328333333334,20.7,Low Fat,Food,Fruits and Vegetables
FDE33,8642.084,1234.5834285714286,7,78.8644,0.05976290128571428,19.35,Regular,Food,Fruits and Vegetables
FDE34,17812.8132,2968.8022,6,182.5634,0.12020703266666667,9.195,Low Fat,Food,Snack Foods
FDE35,3808.376,761.6752,5,59.270399999999995,0.051325553,7.06,Regular,Food,Starchy Foods
FDE36,24076.6596,4012.7765999999997,6,163.3868,0.041882026999999995,5.26,Regular,Food,Baking Goods
FDE38,7294.5048,3647.2524,2,164.3342,0.044499155,6.52,Low Fat,Food,Canned
FDE39,5482.1972000000005,2741.0986000000003,2,119.2782,0.036167728499999996,7.89,Low Fat,Food,Dairy
FDE40,5077.3908,1015.47816,5,62.419399999999996,0.11782524050000001,15.6,Regular,Food,Dairy
FDE41,6595.4148000000005,1099.2358000000002,6,84.72326666666667,0.06413003939999999,9.195,Regular,Food,Frozen Foods
FDE44,3990.8052000000002,798.1610400000001,5,49.8892,0.1715866525,14.65,Low Fat,Food,Fruits and Vegetables
FDE45,15581.7174,3116.34348,5,178.8002,0.04796580225,12.1,Low Fat,Food,Fruits and Vegetables
FDE46,8614.786199999999,1435.7976999999998,6,151.90326666666667,0.017742649,18.6,Low Fat,Food,Snack Foods
FDE47,7843.7898,1960.94745,4,124.8546,0.0379674115,14.15,Low Fat,Food,Starchy Foods
FDE50,10702.0692,3567.3564,3,188.0222666666667,0.016189421333333332,19.7,Regular,Food,Canned
FDE51,3613.2965999999997,516.1852285714285,7,43.96574285714286,0.1160978602857143,5.925,Regular,Food,Dairy
FDE52,3453.5046,3453.5046,1,88.9514,0.02974207,13.379904552129222,Regular,Food,Dairy
FDE53,5965.568,1193.1136000000001,5,106.60799999999999,0.0305177806,10.895,Low Fat,Food,Frozen Foods
FDE56,5139.3102,1284.82755,4,62.644400000000005,0.18910409574999998,17.25,Regular,Food,Fruits and Vegetables
FDE57,12337.9398,3084.48495,4,141.3404,0.03629906275,9.6,Low Fat,Food,Fruits and Vegetables
FDE58,9599.5044,2399.8761,4,119.0874,0.0520875335,18.5,Low Fat,Food,Snack Foods
FDE59,2840.3028,473.3838,6,35.36986666666667,0.06938923566666667,12.15,Low Fat,Food,Starchy Foods
FDF02,4953.552000000001,1651.1840000000002,3,101.73233333333333,0.103862387,16.2,Low Fat,Food,Canned
FDF04,30224.6568,3778.0821,8,258.11789999999996,0.015125422,17.5,Low Fat,Food,Frozen Foods
FDF05,36555.748999999996,4569.4686249999995,8,262.891,0.026895910125,17.5,Low Fat,Food,Frozen Foods
FDF08,7470.276,1245.046,6,89.11893333333335,0.07400799400000001,14.3,Regular,Food,Fruits and Vegetables
FDF09,2535.3664,422.56106666666665,6,37.8348,0.012152534666666666,6.215,Low Fat,Food,Fruits and Vegetables
FDF10,8092.799,2023.19975,4,147.6668,0.15707226033333332,15.5,Regular,Food,Snack Foods
FDF11,16103.704600000001,3220.74092,5,239.7138,0.017677499,10.195,Regular,Food,Starchy Foods
FDF12,14632.9524,2438.8254,6,148.4076,0.08251142633333333,8.235,Low Fat,Food,Baking Goods
FDF14,9647.442,2411.8605,4,152.484,0.0272312885,7.55,Low Fat,Food,Canned
FDF16,15371.9904,1921.4988,8,147.7701,0.101509481375,7.3,Low Fat,Food,Frozen Foods
FDF17,9624.139,3208.046333333333,3,196.84433333333334,0.04275214733333333,5.19,Low Fat,Food,Frozen Foods
FDF20,19707.68,3284.6133333333332,6,197.1601333333333,0.036939184,12.85,Low Fat,Food,Fruits and Vegetables
FDF21,26185.913999999997,3740.8448571428567,7,189.753,0.0667729792,10.3,Regular,Food,Fruits and Vegetables
FDF22,25860.3378,3232.542225,8,213.0968,0.061704527,6.865,Low Fat,Food,Snack Foods
FDF24,9499.6344,1583.2724,6,82.77673333333333,0.0282459905,15.5,Regular,Food,Baking Goods
FDF26,12765.3834,2127.5639,6,154.2331333333333,0.051924084,6.825,Regular,Food,Canned
FDF28,6972.2576,2324.085866666667,3,124.03793333333334,0.037874992999999996,15.7,Regular,Food,Frozen Foods
FDF29,10775.973,2155.1946,5,129.691,0.0199332482,15.1,Regular,Food,Frozen Foods
FDF32,9096.159599999999,1819.2319199999997,5,197.70260000000002,0.08339896233333333,16.35,Low Fat,Food,Fruits and Vegetables
FDF33,9168.065999999999,1833.6131999999998,5,107.8196,0.025194945749999996,7.97,Low Fat,Food,Seafood
FDF34,16666.3056,2777.7176,6,198.47506666666666,0.015613550833333335,9.3,Regular,Food,Snack Foods
FDF35,7825.1474,1565.02948,5,106.8338,0.15424242059999999,15.0,Low Fat,Food,Starchy Foods
FDF38,771.6622,385.8311,2,40.1138,0.0263470375,11.8,Regular,Food,Canned
FDF39,21828.252999999997,5457.063249999999,4,262.31600000000003,0.0195369915,14.85,Regular,Food,Dairy
FDF40,15687.579600000001,3921.8949000000002,4,248.8092,0.02674157625,20.25,Regular,Food,Dairy
FDF41,23895.561999999998,3982.593666666666,6,246.396,0.13136499866666665,12.15,Low Fat,Food,Frozen Foods
FDF44,16964.584,3392.9168,5,130.8168,0.059759376600000004,7.17,Regular,Food,Fruits and Vegetables
FDF45,6269.1728,1253.83456,5,58.3904,0.0122351766,18.2,Regular,Food,Fruits and Vegetables
FDF46,9099.488599999999,1819.8977199999997,5,114.9834,0.1077878664,7.07,Low Fat,Food,Snack Foods
FDF47,10096.857,2524.21425,4,224.0746,0.0977739095,20.85,Low Fat,Food,Starchy Foods
FDF50,10642.1472,3547.3824,3,197.4768,0.11721287933333334,4.905,Low Fat,Food,Canned
FDF52,19884.7828,2209.420311111111,9,183.0403111111111,0.07869124112499999,9.3,Low Fat,Food,Frozen Foods
FDF53,14254.112200000001,3563.5280500000003,4,180.03179999999998,0.08361771500000001,20.75,Regular,Food,Frozen Foods
FDF56,26983.5424,2998.1713777777777,9,181.2976,0.13841744611111112,16.7,Regular,Food,Fruits and Vegetables
FDF57,16703.5904,2386.2272000000003,7,169.9448,0.066232452,14.5,Regular,Food,Fruits and Vegetables
FDF58,2909.5460000000003,969.8486666666668,3,63.88433333333334,0.0095579565,13.3,Low Fat,Food,Snack Foods
FDF59,5439.586,1359.8965,4,126.452,0.071373179,12.5,Low Fat,Food,Starchy Foods
FDG02,9711.3588,1942.27176,5,190.1988,0.0129633086,7.855,Low Fat,Food,Canned
FDG04,8980.3104,2245.0776,4,186.7148,0.00720975175,13.1,Low Fat,Food,Frozen Foods
FDG05,9231.317,2307.82925,4,156.163,0.08776472566666667,11.0,Regular,Food,Frozen Foods
FDG08,18551.851199999997,2650.264457142857,7,171.74782857142856,0.18623610483333333,13.15,Regular,Food,Fruits and Vegetables
FDG09,28538.8512,3170.9834666666666,9,187.22226666666666,0.05156476211111111,20.6,Regular,Food,Fruits and Vegetables
FDG10,2748.4224,458.0704,6,57.04213333333333,0.013538722833333334,6.63,Regular,Food,Snack Foods
FDG12,12533.0192,2088.8365333333336,6,121.37646666666666,0.006336295,6.635,Regular,Food,Baking Goods
FDG14,12903.204,4301.068,3,151.33573333333334,0.05054855233333333,9.0,Regular,Food,Canned
FDG16,18120.4128,3020.0687999999996,6,215.45253333333335,0.10118279466666667,15.25,Low Fat,Food,Frozen Foods
FDG17,21258.3282,5314.58205,4,244.8236,0.0358979345,6.865,Regular,Food,Frozen Foods
FDG20,6552.803599999999,1310.56072,5,177.5628,0.1429210632,15.5,Regular,Food,Fruits and Vegetables
FDG21,17826.795,2971.1324999999997,6,149.63833333333335,0.1682933616,17.35,Regular,Food,Seafood
FDG22,2526.7110000000002,631.6777500000001,4,37.069,0.04138761925,17.6,Regular,Food,Snack Foods
FDG24,11901.175,1487.646875,8,83.6125,0.014644772125,7.975,Low Fat,Food,Baking Goods
FDG26,21788.305,3631.3841666666667,6,256.49966666666666,0.042737224500000004,18.85,Low Fat,Food,Canned
FDG28,5145.3024,2572.6512,2,246.0144,0.049419667,9.285,Regular,Food,Frozen Foods
FDG29,3145.9049999999997,524.3175,6,41.7954,0.05630456066666667,17.6,Low Fat,Food,Frozen Foods
FDG31,4908.277599999999,818.0462666666666,6,64.29926666666667,0.046867456166666675,12.15,Low Fat,Food,Meat
FDG32,23571.983200000002,3367.4261714285717,7,222.30577142857143,0.194919861,19.85,Low Fat,Food,Fruits and Vegetables
FDG33,22846.2612,2284.62612,10,172.2964,0.1603242983,5.365,Regular,Food,Seafood
FDG34,9224.659,1317.8084285714285,7,107.8111142857143,0.04121846014285714,11.5,Regular,Food,Snack Foods
FDG35,9383.7852,1876.75704,5,174.09380000000002,0.008361342999999999,21.2,Regular,Food,Starchy Foods
FDG38,14146.9184,1768.3648,8,85.2099,0.05783150885714286,8.975,Regular,Food,Canned
FDG40,2308.9944,577.2486,4,32.9808,0.046540810249999995,13.65,Low Fat,Food,Frozen Foods
FDG41,6078.754,1519.6885,4,110.5478,0.0767744855,8.84,Regular,Food,Frozen Foods
FDG44,6687.2952000000005,1114.5492000000002,6,54.74646666666666,0.12151296325000001,6.13,Low Fat,Food,Fruits and Vegetables
FDG45,25486.824,4247.804,6,212.10686666666666,0.145460707,8.1,Low Fat,Food,Fruits and Vegetables
FDG46,12865.2534,2144.2089,6,114.26846666666667,0.040712394166666666,8.63,Regular,Food,Snack Foods
FDG47,22559.9672,3759.994533333333,6,261.80853333333334,0.07753802633333333,12.8,Low Fat,Food,Starchy Foods
FDG50,7844.4556,1120.6365142857144,7,90.77174285714285,0.01676902942857143,7.405,Low Fat,Food,Canned
FDG52,3858.9768,771.79536,5,46.8802,0.0656277532,13.65,Low Fat,Food,Frozen Foods
FDG53,8948.352,1491.392,6,139.90133333333333,0.051085071,10.0,Low Fat,Food,Frozen Foods
FDG56,8820.518399999999,1470.0864,6,61.08693333333334,0.07152275400000001,13.3,Regular,Food,Fruits and Vegetables
FDG57,5054.7536,631.8442,8,48.7159,0.078498725625,14.7,Low Fat,Food,Fruits and Vegetables
FDG58,7789.86,1947.465,4,155.9222,0.106430271,10.695,Regular,Food,Snack Foods
FDG59,3089.312,514.8853333333333,6,38.199733333333334,0.04328304216666667,15.85,Low Fat,Food,Starchy Foods
FDG60,22967.4368,4593.48736,5,233.7216,0.060647413399999996,20.35,Low Fat,Food,Baking Goods
FDH02,5523.4768,1104.6953600000002,5,91.1688,0.02083790675,7.27,Regular,Food,Canned
FDH04,4527.44,1131.86,4,91.0488,0.01353554525,6.115,Regular,Food,Frozen Foods
FDH05,24096.6336,4016.1056000000003,6,231.76506666666668,0.09095341266666668,14.35,Regular,Food,Frozen Foods
FDH08,12403.854,3100.9635,4,229.026,0.020678903,7.51,Low Fat,Food,Fruits and Vegetables
FDH09,3366.2848,673.2569599999999,5,51.9782,0.0561247636,12.6,Low Fat,Food,Seafood
FDH10,16468.563000000002,2058.5703750000002,8,193.5853,0.058118815,21.0,Low Fat,Food,Snack Foods
FDH12,5219.871999999999,1304.9679999999998,4,106.10300000000001,0.10109719625000001,9.6,Low Fat,Food,Baking Goods
FDH14,11379.1878,1625.5982571428572,7,141.25522857142857,0.05639142028571429,17.1,Regular,Food,Canned
FDH16,7280.523,1456.1046000000001,5,89.223,0.052571495600000004,10.5,Low Fat,Food,Frozen Foods
FDH17,9689.3874,1384.1982,7,97.11545714285715,0.01845924942857143,16.2,Regular,Food,Frozen Foods
FDH19,20679.0822,2954.1546000000003,7,173.5452285714286,0.036656057285714284,19.35,Low Fat,Food,Meat
FDH20,10136.805,1689.4675,6,96.891,0.0249822214,16.1,Regular,Food,Fruits and Vegetables
FDH21,15212.1984,2173.1711999999998,7,158.67468571428572,0.037569867714285714,10.395,Low Fat,Food,Seafood
FDH22,4069.3696,2034.6848,2,128.4678,0.1363940155,6.405,Low Fat,Food,Snack Foods
FDH24,12256.0464,2451.20928,5,156.94879999999998,0.0214786924,20.7,Low Fat,Food,Baking Goods
FDH26,13691.5112,1955.9301714285716,7,141.52102857142856,0.03470862257142857,19.25,Regular,Food,Canned
FDH27,12655.5264,1581.9408,8,143.4878,0.068828576125,7.075,Low Fat,Food,Dairy
FDH28,3984.813,498.101625,8,37.6756,0.122040009,15.85,Regular,Food,Frozen Foods
FDH31,6249.8646,1249.97292,5,98.5642,0.0203934135,12.0,Regular,Food,Meat
FDH32,12936.494,2156.0823333333333,6,96.80766666666666,0.07606305166666667,12.8,Low Fat,Food,Fruits and Vegetables
FDH33,6064.1064,758.0133,8,44.0678,0.135010776,12.85,Low Fat,Food,Snack Foods
FDH34,16718.238,3343.6476000000002,5,185.4182,0.0357796798,8.63,Low Fat,Food,Snack Foods
FDH35,13814.0184,2302.3364,6,164.66926666666666,0.068386192,18.25,Low Fat,Food,Starchy Foods
FDH38,12303.984,2050.664,6,116.2308,0.011763827166666666,6.425,Low Fat,Food,Canned
FDH40,6904.346,1150.7243333333333,6,80.94426666666666,0.08784664283333332,11.6,Regular,Food,Frozen Foods
FDH41,17634.3788,2939.063133333333,6,214.43673333333334,0.09222243516666667,9.0,Low Fat,Food,Frozen Foods
FDH44,11329.9186,1888.3197666666667,6,147.3418,0.02881659883333333,19.1,Regular,Food,Fruits and Vegetables
FDH45,2930.8516,488.47526666666664,6,42.3296,0.119022032,15.1,Regular,Food,Fruits and Vegetables
FDH46,4306.3944,1435.4648,3,102.83319999999999,0.041292229,6.935,Regular,Food,Snack Foods
FDH47,8845.818800000001,1474.3031333333336,6,96.69013333333334,0.14333715866666666,13.5,Regular,Food,Starchy Foods
FDH48,6231.888,890.2697142857143,7,85.78257142857144,0.082137624,13.5,Low Fat,Food,Baking Goods
FDH50,21209.059,3029.8655714285715,7,185.09802857142859,0.161571373,15.0,Regular,Food,Canned
FDH52,2724.4536,908.1511999999999,3,61.28606666666667,0.05490353266666667,9.42,Regular,Food,Frozen Foods
FDH53,7182.6504,1197.1084,6,83.5092,0.02244946275,20.5,Regular,Food,Frozen Foods
FDH56,9847.181999999999,1406.7402857142856,7,115.99205714285713,0.07686601014285714,9.8,Regular,Food,Fruits and Vegetables
FDH57,15028.437600000001,2146.9196571428574,7,132.15697142857144,0.03922038428571428,10.895,Low Fat,Food,Fruits and Vegetables
FDH58,13706.8246,2284.470766666667,6,115.61673333333334,0.0370017832,12.3,Low Fat,Food,Snack Foods
FDH60,18659.045,3109.840833333333,6,196.79433333333336,0.09590922950000001,19.7,Regular,Food,Baking Goods
FDI02,7538.8534,1884.71335,4,112.9702,0.1148383565,15.7,Regular,Food,Canned
FDI04,21356.2008,3050.885828571428,7,197.9283142857143,0.080736027,13.65,Regular,Food,Frozen Foods
FDI05,4589.359399999999,1529.7864666666665,3,75.83539999999999,0.127174676,8.35,Regular,Food,Frozen Foods
FDI07,21553.9434,3079.1347714285716,7,197.8426,0.03740259057142857,12.35,Regular,Food,Meat
FDI08,22908.8464,3818.1410666666666,6,248.8092,0.06644206483333333,18.2,Regular,Food,Fruits and Vegetables
FDI09,16059.096000000001,4014.7740000000003,4,239.663,0.12958024499999998,20.75,Regular,Food,Seafood
FDI10,9829.205399999999,3276.4017999999996,3,172.6422,0.07829665200000001,8.51,Regular,Food,Snack Foods
FDI12,4570.0512,1142.5128,4,88.4606,0.10063084075,9.395,Regular,Food,Baking Goods
FDI14,13832.6608,1976.0944,7,140.36388571428571,0.08978386314285715,14.1,Low Fat,Food,Canned
FDI15,23848.956,3974.8259999999996,6,263.9384,0.1627111056,13.8,Low Fat,Food,Dairy
FDI16,6125.360000000001,1020.8933333333334,6,53.580666666666666,0.1540292196,14.0,Regular,Food,Frozen Foods
FDI19,23508.0664,3918.0110666666665,6,243.03453333333334,0.0593308482,15.1,Low Fat,Food,Meat
FDI20,26171.2664,3738.752342857143,7,211.2443142857143,0.04641475057142857,19.1,Low Fat,Food,Fruits and Vegetables
FDI21,7222.598400000001,1031.7997714285716,7,63.24537142857143,0.06205312614285714,5.59,Regular,Food,Snack Foods
FDI22,26550.7724,3318.84655,8,209.5862,0.113368149625,12.6,Low Fat,Food,Snack Foods
FDI24,17820.137000000002,3564.0274000000004,5,177.217,0.0905086822,10.3,Low Fat,Food,Baking Goods
FDI26,19270.9152,2752.9878857142858,7,178.30582857142858,0.038670216285714286,5.94,Low Fat,Food,Canned
FDI27,2761.7384,690.4346,4,43.7244,0.045967002666666666,8.71,Regular,Food,Dairy
FDI28,7209.9482,1201.6580333333334,6,78.71353333333333,0.02633039416666667,14.3,Low Fat,Food,Frozen Foods
FDI32,13937.1914,1991.027342857143,7,115.34054285714286,0.21565220000000002,17.7,Low Fat,Food,Fruits and Vegetables
FDI33,12131.541799999999,2426.30836,5,91.21459999999999,0.0284302394,16.5,Low Fat,Food,Snack Foods
FDI34,23036.68,3839.4466666666667,6,230.5168,0.085322169,10.65,Regular,Food,Snack Foods
FDI35,12178.147799999999,4059.3825999999995,3,181.76340000000002,0.04130996533333333,14.0,Low Fat,Food,Starchy Foods
FDI36,5932.277999999999,2966.1389999999997,2,198.3426,0.062470412,12.5,Regular,Food,Baking Goods
FDI38,19463.9972,3892.7994400000002,5,207.28379999999999,0.01710388475,13.35,Regular,Food,Canned
FDI40,8143.3998,1628.67996,5,100.2158,0.1258935696,11.5,Regular,Food,Frozen Foods
FDI41,20452.7102,2556.588775,8,147.1043,0.06896943614285714,18.5,Regular,Food,Frozen Foods
FDI44,6024.1584,1506.0396,4,77.0328,0.10027137024999999,16.1,Low Fat,Food,Fruits and Vegetables
FDI45,20487.3318,2926.7616857142857,7,174.99111428571427,0.03764723314285714,13.1,Low Fat,Food,Fruits and Vegetables
FDI46,15100.344000000001,3020.0688,5,252.71239999999997,0.0743871066,9.5,Low Fat,Food,Snack Foods
FDI48,2819.663,704.91575,4,51.5916,0.05583687466666667,11.85,Regular,Food,Baking Goods
FDI50,31377.8224,5229.637066666667,6,228.6852,0.030854889400000002,8.42,Regular,Food,Canned
FDI52,9433.054399999999,1572.1757333333333,6,121.79053333333333,0.10489257916666667,18.7,Low Fat,Food,Frozen Foods
FDI53,5478.2024,1826.0674666666666,3,162.2236,0.13796713733333332,8.895,Regular,Food,Frozen Foods
FDI56,10672.108199999999,1778.6846999999998,6,91.79793333333333,0.1039355985,7.325,Low Fat,Food,Fruits and Vegetables
