Item_Identifier,Total_Sales,Avg_Sales,Store_Count,Avg_MRP,Avg_Visibility,Item_Weight,Item_Fat_Content,Broad_Category,Item_Type,Cluster,Cluster_Label
FDG12,12533.0192,2088.8365333333336,6,121.37646666666666,0.006336295,6.635,Regular,Food,Baking Goods,1,Food: Low Viz / Economy
FDG14,12903.204,4301.068,3,151.33573333333334,0.0505485523333333,9.0,Regular,Food,Canned,1,Food: Mass Market / High Rev
FDG16,18120.4128,3020.0688,6,215.45253333333332,0.1011827946666666,15.25,Low Fat,Food,Frozen Foods,0,Food: Mass Market / High Rev
FDG17,21258.3282,5314.58205,4,244.8236,0.0358979345,6.865,Regular,Food,Frozen Foods,1,Food: Mass Market / High Rev
FDG20,6552.803599999999,1310.56072,5,177.5628,0.1429210632,15.5,Regular,Food,Fruits and Vegetables,1,Food: Mass Market / High Rev
FDG21,17826.795,2971.1325,6,149.63833333333335,0.1682933616,17.35,Regular,Food,Seafood,1,Food: Mass Market / High Rev
FDG22,2526.711,631.6777500000001,4,37.069,0.04138761925,17.6,Regular,Food,Snack Foods,1,Food: Low Viz / Economy
FDG24,11901.175,1487.646875,8,83.6125,0.014644772125,7.975,Low Fat,Food,Baking Goods,0,Food: Low Viz / Economy
FDG26,21788.305,3631.3841666666663,6,256.49966666666666,0.0427372245,18.85,Low Fat,Food,Canned,0,Food: Mass Market / High Rev
FDG28,5145.3024,2572.6512,2,246.0144,0.049419667,9.285,Regular,Food,Frozen Foods,1,Food: Mass Market / High Rev
FDG29,3145.905,524.3175,6,41.7954,0.0563045606666666,17.6,Low Fat,Food,Frozen Foods,0,Food: Low Viz / Economy
FDG31,4908.277599999999,818.0462666666666,6,64.29926666666667,0.0468674561666666,12.15,Low Fat,Food,Meat,0,Food: Low Viz / Economy
FDG32,23571.9832,3367.426171428572,7,222.30577142857143,0.194919861,19.85,Low Fat,Food,Fruits and Vegetables,0,Food: Mass Market / High Rev
FDG33,22846.2612,2284.62612,10,172.2964,0.1603242983,5.365,Regular,Food,Seafood,1,Food: Mass Market / High Rev
FDG34,9224.659,1317.8084285714283,7,107.8111142857143,0.0412184601428571,11.5,Regular,Food,Snack Foods,1,Food: Low Viz / Economy
FDG35,9383.7852,1876.75704,5,174.09380000000002,0.0083613429999999,21.2,Regular,Food,Starchy Foods,1,Food: Mass Market / High Rev
FDG38,14146.9184,1768.3648,8,85.2099,0.0578315088571428,8.975,Regular,Food,Canned,1,Food: Low Viz / Economy
FDG40,2308.9944,577.2486,4,32.9808,0.0465408102499999,13.65,Low Fat,Food,Frozen Foods,0,Food: Low Viz / Economy
FDG41,6078.754,1519.6885,4,110.5478,0.0767744855,8.84,Regular,Food,Frozen Foods,1,Food: Low Viz / Economy
FDG44,6687.2952000000005,1114.5492000000002,6,54.74646666666666,0.12151296325,6.13,Low Fat,Food,Fruits and Vegetables,0,Food: Low Viz / Economy
FDG45,25486.824,4247.804,6,212.10686666666663,0.145460707,8.1,Low Fat,Food,Fruits and Vegetables,0,Food: Mass Market / High Rev
FDG46,12865.2534,2144.2089,6,114.26846666666668,0.0407123941666666,8.63,Regular,Food,Snack Foods,1,Food: Low Viz / Economy
FDG47,22559.9672,3759.994533333333,6,261.80853333333334,0.0775380263333333,12.8,Low Fat,Food,Starchy Foods,0,Food: Mass Market / High Rev
FDG50,7844.4556,1120.6365142857144,7,90.77174285714284,0.0167690294285714,7.405,Low Fat,Food,Canned,0,Food: Low Viz / Economy
FDG52,3858.9768,771.79536,5,46.8802,0.0656277532,13.65,Low Fat,Food,Frozen Foods,0,Food: Low Viz / Economy
FDG53,8948.352,1491.392,6,139.90133333333333,0.051085071,10.0,Low Fat,Food,Frozen Foods,0,Food: Low Viz / Economy
FDG56,8820.518399999999,1470.0864,6,61.08693333333334,0.071522754,13.3,Regular,Food,Fruits and Vegetables,1,Food: Low Viz / Economy
FDG57,5054.7536,631.8442,8,48.7159,0.078498725625,14.7,Low Fat,Food,Fruits and Vegetables,0,Food: Low Viz / Economy
FDG58,7789.86,1947.465,4,155.9222,0.106430271,10.695,Regular,Food,Snack Foods,1,Food: Mass Market / High Rev
FDG59,3089.312,514.8853333333333,6,38.19973333333333,0.0432830421666666,15.85,Low Fat,Food,Starchy Foods,0,Food: Low Viz / Economy
FDG60,22967.4368,4593.48736,5,233.7216,0.0606474133999999,20.35,Low Fat,Food,Baking Goods,0,Food: Mass Market / High Rev
FDH02,5523.4768,1104.6953600000002,5,91.1688,0.02083790675,7.27,Regular,Food,Canned,1,Food: Low Viz / Economy
FDH04,4527.44,1131.86,4,91.0488,0.01353554525,6.115,Regular,Food,Frozen Foods,1,Food: Low Viz / Economy
FDH05,24096.6336,4016.1056,6,231.76506666666668,0.0909534126666666,14.35,Regular,Food,Frozen Foods,1,Food: Mass Market / High Rev
FDH08,12403.854,3100.9635,4,229.026,0.020678903,7.51,Low Fat,Food,Fruits and Vegetables,0,Food: Mass Market / High Rev
FDH09,3366.2848,673.2569599999999,5,51.9782,0.0561247636,12.6,Low Fat,Food,Seafood,0,Food: Low Viz / Economy
FDH10,16468.563000000002,2058.570375,8,193.5853,0.058118815,21.0,Low Fat,Food,Snack Foods,0,Food: Mass Market / High Rev
FDH12,5219.871999999999,1304.9679999999998,4,106.103,0.10109719625,9.6,Low Fat,Food,Baking Goods,0,Food: Low Viz / Economy
FDH14,11379.1878,1625.5982571428572,7,141.25522857142855,0.0563914202857142,17.1,Regular,Food,Canned,1,Food: Mass Market / High Rev
FDH16,7280.523,1456.1046,5,89.223,0.0525714956,10.5,Low Fat,Food,Frozen Foods,0,Food: Low Viz / Economy
FDH17,9689.3874,1384.1982,7,97.11545714285715,0.0184592494285714,16.2,Regular,Food,Frozen Foods,1,Food: Low Viz / Economy
FDH19,20679.0822,2954.1546000000003,7,173.5452285714286,0.0366560572857142,19.35,Low Fat,Food,Meat,0,Food: Mass Market / High Rev
FDH20,10136.805,1689.4675,6,96.891,0.0249822214,16.1,Regular,Food,Fruits and Vegetables,1,Food: Low Viz / Economy
FDH21,15212.1984,2173.1712,7,158.67468571428572,0.0375698677142857,10.395,Low Fat,Food,Seafood,0,Food: Mass Market / High Rev
FDH22,4069.3696,2034.6848,2,128.4678,0.1363940155,6.405,Low Fat,Food,Snack Foods,0,Food: Low Viz / Economy
FDH24,12256.0464,2451.20928,5,156.94879999999998,0.0214786924,20.7,Low Fat,Food,Baking Goods,0,Food: Mass Market / High Rev
FDH26,13691.5112,1955.930171428572,7,141.52102857142856,0.0347086225714285,19.25,Regular,Food,Canned,1,Food: Mass Market / High Rev
FDH27,12655.5264,1581.9408,8,143.4878,0.068828576125,7.075,Low Fat,Food,Dairy,0,Food: Mass Market / High Rev
FDH28,3984.813,498.101625,8,37.6756,0.122040009,15.85,Regular,Food,Frozen Foods,1,Food: Low Viz / Economy
FDH31,6249.8646,1249.97292,5,98.5642,0.0203934135,12.0,Regular,Food,Meat,1,Food: Low Viz / Economy
FDH32,12936.494,2156.0823333333333,6,96.80766666666666,0.0760630516666666,12.8,Low Fat,Food,Fruits and Vegetables,0,Food: Low Viz / Economy
FDH33,6064.1064,758.0133,8,44.0678,0.135010776,12.85,Low Fat,Food,Snack Foods,0,Food: Low Viz / Economy
FDH34,16718.238,3343.6476,5,185.4182,0.0357796798,8.63,Low Fat,Food,Snack Foods,0,Food: Mass Market / High Rev
FDH35,13814.0184,2302.3364,6,164.66926666666666,0.068386192,18.25,Low Fat,Food,Starchy Foods,0,Food: Mass Market / High Rev
FDH38,12303.984,2050.664,6,116.2308,0.0117638271666666,6.425,Low Fat,Food,Canned,0,Food: Low Viz / Economy
FDH40,6904.346,1150.724333333333,6,80.94426666666666,0.0878466428333333,11.6,Regular,Food,Frozen Foods,1,Food: Low Viz / Economy
FDH41,17634.3788,2939.063133333333,6,214.4367333333333,0.0922224351666666,9.0,Low Fat,Food,Frozen Foods,0,Food: Mass Market / High Rev
FDH44,11329.9186,1888.3197666666667,6,147.3418,0.0288165988333333,19.1,Regular,Food,Fruits and Vegetables,1,Food: Mass Market / High Rev
FDH45,2930.8516,488.4752666666666,6,42.3296,0.119022032,15.1,Regular,Food,Fruits and Vegetables,1,Food: Low Viz / Economy
FDH46,4306.3944,1435.4648,3,102.8332,0.041292229,6.935,Regular,Food,Snack Foods,1,Food: Low Viz / Economy
FDH47,8845.818800000001,1474.3031333333336,6,96.69013333333334,0.1433371586666666,13.5,Regular,Food,Starchy Foods,1,Food: Low Viz / Economy
FDH48,6231.888,890.2697142857143,7,85.78257142857144,0.082137624,13.5,Low Fat,Food,Baking Goods,0,Food: Low Viz / Economy
FDH50,21209.059,3029.8655714285715,7,185.09802857142856,0.161571373,15.0,Regular,Food,Canned,1,Food: Mass Market / High Rev
FDH52,2724.4536,908.1512,3,61.28606666666667,0.0549035326666666,9.42,Regular,Food,Frozen Foods,1,Food: Low Viz / Economy
FDH53,7182.6504,1197.1084,6,83.5092,0.02244946275,20.5,Regular,Food,Frozen Foods,1,Food: Low Viz / Economy
FDH56,9847.182,1406.7402857142856,7,115.99205714285712,0.0768660101428571,9.8,Regular,Food,Fruits and Vegetables,1,Food: Low Viz / Economy
FDH57,15028.4376,2146.919657142857,7,132.15697142857144,0.0392203842857142,10.895,Low Fat,Food,Fruits and Vegetables,0,Food: Low Viz / Economy
FDH58,13706.8246,2284.470766666667,6,115.61673333333334,0.0370017832,12.3,Low Fat,Food,Snack Foods,0,Food: Low Viz / Economy
FDH60,18659.045,3109.840833333333,6,196.79433333333336,0.0959092295,19.7,Regular,Food,Baking Goods,1,Food: Mass Market / High Rev
FDI02,7538.8534,1884.71335,4,112.9702,0.1148383565,15.7,Regular,Food,Canned,1,Food: Low Viz / Economy
FDI04,21356.2008,3050.885828571428,7,197.9283142857143,0.080736027,13.65,Regular,Food,Frozen Foods,1,Food: Mass Market / High Rev
FDI05,4589.359399999999,1529.7864666666665,3,75.83539999999999,0.127174676,8.35,Regular,Food,Frozen Foods,1,Food: Low Viz / Economy
FDI07,21553.9434,3079.134771428572,7,197.8426,0.0374025905714285,12.35,Regular,Food,Meat,1,Food: Mass Market / High Rev
FDI08,22908.8464,3818.1410666666666,6,248.8092,0.0664420648333333,18.2,Regular,Food,Fruits and Vegetables,1,Food: Mass Market / High Rev
FDI09,16059.096,4014.774,4,239.663,0.1295802449999999,20.75,Regular,Food,Seafood,1,Food: Mass Market / High Rev
FDI10,9829.2054,3276.4018,3,172.6422,0.078296652,8.51,Regular,Food,Snack Foods,1,Food: Mass Market / High Rev
FDI12,4570.0512,1142.5128,4,88.4606,0.10063084075,9.395,Regular,Food,Baking Goods,1,Food: Low Viz / Economy
FDI14,13832.6608,1976.0944,7,140.36388571428571,0.0897838631428571,14.1,Low Fat,Food,Canned,0,Food: Mass Market / High Rev
FDI15,23848.956,3974.826,6,263.9384,0.1627111056,13.8,Low Fat,Food,Dairy,0,Food: Mass Market / High Rev
FDI16,6125.360000000001,1020.8933333333334,6,53.580666666666666,0.1540292196,14.0,Regular,Food,Frozen Foods,1,Food: Low Viz / Economy
FDI19,23508.0664,3918.0110666666665,6,243.03453333333331,0.0593308482,15.1,Low Fat,Food,Meat,0,Food: Mass Market / High Rev
FDI20,26171.2664,3738.752342857143,7,211.2443142857143,0.0464147505714285,19.1,Low Fat,Food,Fruits and Vegetables,0,Food: Mass Market / High Rev
FDI21,7222.598400000001,1031.7997714285716,7,63.24537142857143,0.0620531261428571,5.59,Regular,Food,Snack Foods,1,Food: Low Viz / Economy
FDI22,26550.7724,3318.84655,8,209.5862,0.113368149625,12.6,Low Fat,Food,Snack Foods,0,Food: Mass Market / High Rev
FDI24,17820.137000000002,3564.0274000000004,5,177.217,0.0905086822,10.3,Low Fat,Food,Baking Goods,0,Food: Mass Market / High Rev
FDI26,19270.9152,2752.9878857142858,7,178.30582857142858,0.0386702162857142,5.94,Low Fat,Food,Canned,0,Food: Mass Market / High Rev
FDI27,2761.7384,690.4346,4,43.7244,0.0459670026666666,8.71,Regular,Food,Dairy,1,Food: Low Viz / Economy
FDI28,7209.9482,1201.6580333333334,6,78.71353333333333,0.0263303941666666,14.3,Low Fat,Food,Frozen Foods,0,Food: Low Viz / Economy
FDI32,13937.1914,1991.027342857143,7,115.34054285714286,0.2156522,17.7,Low Fat,Food,Fruits and Vegetables,0,Food: Low Viz / Economy
FDI33,12131.5418,2426.30836,5,91.2146,0.0284302394,16.5,Low Fat,Food,Snack Foods,0,Food: Low Viz / Economy
FDI34,23036.68,3839.4466666666663,6,230.5168,0.085322169,10.65,Regular,Food,Snack Foods,1,Food: Mass Market / High Rev
FDI35,12178.1478,4059.3826,3,181.7634,0.0413099653333333,14.0,Low Fat,Food,Starchy Foods,0,Food: Mass Market / High Rev
FDI36,5932.277999999999,2966.139,2,198.3426,0.062470412,12.5,Regular,Food,Baking Goods,1,Food: Mass Market / High Rev
FDI38,19463.9972,3892.79944,5,207.2838,0.01710388475,13.35,Regular,Food,Canned,1,Food: Mass Market / High Rev
FDI40,8143.3998,1628.67996,5,100.2158,0.1258935696,11.5,Regular,Food,Frozen Foods,1,Food: Low Viz / Economy
FDI41,20452.7102,2556.588775,8,147.1043,0.0689694361428571,18.5,Regular,Food,Frozen Foods,1,Food: Mass Market / High Rev
FDI44,6024.1584,1506.0396,4,77.0328,0.1002713702499999,16.1,Low Fat,Food,Fruits and Vegetables,0,Food: Low Viz / Economy
FDI45,20487.3318,2926.7616857142857,7,174.99111428571427,0.0376472331428571,13.1,Low Fat,Food,Fruits and Vegetables,0,Food: Mass Market / High Rev
FDI46,15100.344,3020.0688,5,252.7124,0.0743871066,9.5,Low Fat,Food,Snack Foods,0,Food: Mass Market / High Rev
FDI48,2819.663,704.91575,4,51.5916,0.0558368746666666,11.85,Regular,Food,Baking Goods,1,Food: Low Viz / Economy
FDI50,31377.8224,5229.637066666667,6,228.6852,0.0308548894,8.42,Regular,Food,Canned,1,Food: Mass Market / High Rev
FDI52,9433.0544,1572.1757333333333,6,121.79053333333331,0.1048925791666666,18.7,Low Fat,Food,Frozen Foods,0,Food: Low Viz / Economy
FDI53,5478.2024,1826.0674666666664,3,162.2236,0.1379671373333333,8.895,Regular,Food,Frozen Foods,1,Food: Mass Market / High Rev
FDI56,10672.1082,1778.6846999999998,6,91.79793333333332,0.1039355985,7.325,Low Fat,Food,Fruits and Vegetables,0,Food: Low Viz / Economy
FDI57,28773.2128,4110.458971428571,7,196.60537142857143,0.0540674827142857,19.85,Low Fat,Food,Seafood,0,Food: Mass Market / High Rev
FDI58,5872.356,1468.089,4,92.837,0.07082559575,7.64,Regular,Food,Snack Foods,1,Food: Low Viz / Economy
FDI60,4617.323,769.5538333333334,6,62.51766666666666,0.0426682463333333,7.22,Regular,Food,Baking Goods,1,Food: Low Viz / Economy
FDJ02,5591.3884,1397.8471,4,147.3418,0.0299352125,17.2,Regular,Food,Canned,1,Food: Mass Market / High Rev
FDJ03,2611.2676,652.8169,4,48.5942,0.08468511425,12.35,Regular,Food,Dairy,1,Food: Low Viz / Economy
FDJ04,8414.3804,1402.3967333333333,6,118.4624,0.1245896728333333,18.0,Low Fat,Food,Frozen Foods,0,Food: Low Viz / Economy
FDJ07,5709.235,1427.30875,4,117.365,0.0168707705,7.26,Low Fat,Food,Meat,0,Food: Low Viz / Economy
FDJ08,14522.4296,2904.48592,5,190.4646,0.127586867,11.1,Low Fat,Food,Fruits and Vegetables,0,Food: Mass Market / High Rev
FDJ09,4165.2448,595.0349714285715,7,45.24582857142857,0.058540589,15.0,Low Fat,Food,Snack Foods,0,Food: Low Viz / Economy
FDJ10,13767.4124,2294.568733333333,6,140.9004666666667,0.129542354,5.095,Regular,Food,Snack Foods,1,Food: Mass Market / High Rev
FDJ12,14333.3424,3583.3356,4,208.0296,0.039123169,8.895,Regular,Food,Baking Goods,1,Food: Mass Market / High Rev
FDJ14,3675.216,918.804,4,78.896,0.0501509933333333,10.3,Regular,Food,Canned,1,Food: Low Viz / Economy
FDJ15,22602.5784,4520.51568,5,182.9608,0.023332644,11.35,Regular,Food,Dairy,1,Food: Mass Market / High Rev
FDJ16,5560.7616,1112.15232,5,59.1446,0.1151405924,9.195,Low Fat,Food,Frozen Foods,0,Food: Low Viz / Economy
FDJ20,6811.134,1362.2268,5,123.8388,0.113811135,20.7,Regular,Food,Fruits and Vegetables,1,Food: Low Viz / Economy
FDJ21,25225.1646,3603.594942857143,7,145.5959142857143,0.0385702684285714,16.7,Regular,Food,Snack Foods,1,Food: Mass Market / High Rev
FDJ22,13806.0288,1972.2898285714289,7,191.59325714285717,0.0585195227142857,18.75,Low Fat,Food,Snack Foods,0,Food: Mass Market / High Rev
FDJ26,13891.917,2778.3834,5,215.1618,0.0847833314,15.3,Regular,Food,Canned,1,Food: Mass Market / High Rev
FDJ27,6519.5136,1629.8784,4,102.3924,0.122281659,17.7,Regular,Food,Meat,1,Food: Low Viz / Economy
FDJ28,10967.7234,2741.93085,4,192.1912,0.0268121436666666,12.3,Low Fat,Food,Frozen Foods,0,Food: Mass Market / High Rev
FDJ32,2878.9192,719.7298,4,61.4286,0.057739655,10.695,Low Fat,Food,Fruits and Vegetables,0,Food: Low Viz / Economy
FDJ33,9977.013,2494.25325,4,122.948,0.088425921,8.895,Regular,Food,Snack Foods,1,Food: Low Viz / Economy
FDJ34,10138.8024,1689.8004,6,125.93706666666668,0.0937432958333333,11.8,Regular,Food,Snack Foods,1,Food: Low Viz / Economy
FDJ36,6972.2576,1394.45152,5,102.9732,0.1455071027999999,14.5,Regular,Food,Baking Goods,1,Food: Low Viz / Economy
FDJ38,22770.36,3795.06,6,190.053,0.0402743095,8.6,Regular,Food,Canned,1,Food: Mass Market / High Rev
FDJ40,7425.0016,2475.0005333333334,3,109.15786666666666,0.0494923323333333,13.6,Regular,Food,Frozen Foods,1,Food: Low Viz / Economy
FDJ41,18839.4768,3139.9128,6,261.44273333333336,0.0254862676666666,6.85,Low Fat,Food,Frozen Foods,0,Food: Mass Market / High Rev
FDJ44,20758.312400000003,2594.7890500000003,8,174.4271,0.115327458875,12.3,Regular,Food,Fruits and Vegetables,1,Food: Mass Market / High Rev
FDJ45,4673.916,667.7022857142857,7,34.45017142857143,0.0813040002857142,17.75,Low Fat,Food,Seafood,0,Food: Low Viz / Economy
FDJ46,12432.4834,3108.12085,4,174.2054,0.04481270225,11.1,Low Fat,Food,Snack Foods,0,Food: Mass Market / High Rev
FDJ48,25936.239,3705.177,7,246.56894285714287,0.0627704493333333,11.3,Low Fat,Food,Baking Goods,0,Food: Mass Market / High Rev
FDJ50,2945.4992,981.8330666666668,3,52.031533333333336,0.0216104223333333,8.645,Low Fat,Food,Canned,0,Food: Low Viz / Economy
FDJ52,10590.2148,2118.04296,5,160.39780000000002,0.0178335498,7.145,Low Fat,Food,Frozen Foods,0,Food: Mass Market / High Rev
FDJ53,9038.235,1506.3725000000002,6,120.54313333333332,0.0713321758333333,10.5,Low Fat,Food,Frozen Foods,0,Food: Low Viz / Economy
FDJ55,33531.0196,4191.37745,8,224.7279,0.025528778,12.8,Regular,Food,Meat,1,Food: Mass Market / High Rev
FDJ56,7989.599999999999,1597.9199999999998,5,100.25,0.2111066875999999,8.985,Low Fat,Food,Fruits and Vegetables,0,Food: Low Viz / Economy
FDJ57,21547.9512,3078.278742857143,7,185.51534285714288,0.0240379446666666,7.42,Regular,Food,Seafood,1,Food: Mass Market / High Rev
FDJ58,20269.6152,2533.7019,8,171.9139,0.124098424625,15.6,Regular,Food,Snack Foods,1,Food: Mass Market / High Rev
FDJ60,15190.8928,2531.8154666666665,6,164.68506666666667,0.0626140678333333,19.35,Regular,Food,Baking Goods,1,Food: Mass Market / High Rev
FDK02,8868.456,1478.076,6,119.81066666666668,0.1390793081666666,12.5,Low Fat,Food,Canned,0,Food: Low Viz / Economy
FDK03,34843.9772,4977.711028571429,7,255.06417142857143,0.0811252012857143,12.6,Regular,Food,Dairy,1,Food: Mass Market / High Rev
FDK04,3721.822,744.3643999999999,5,56.4588,0.0593912844,7.36,Low Fat,Food,Frozen Foods,0,Food: Low Viz / Economy
FDK08,7994.926399999999,1142.1323428571427,7,100.5873142857143,0.1471958244285714,9.195,Regular,Food,Fruits and Vegetables,1,Food: Low Viz / Economy
FDK09,18093.7808,3015.6301333333336,6,228.51853333333332,0.1135615325,15.2,Low Fat,Food,Snack Foods,0,Food: Mass Market / High Rev
FDK10,12224.088,2444.8176,5,180.246,0.0403900668,5.785,Regular,Food,Snack Foods,1,Food: Mass Market / High Rev
FDK14,5978.2182,996.3697,6,82.76006666666666,0.0411793456666666,6.98,Low Fat,Food,Canned,0,Food: Low Viz / Economy
FDK15,10118.8284,1686.4714,6,99.18753333333332,0.1217914151666666,10.8,Low Fat,Food,Meat,0,Food: Low Viz / Economy
FDK16,11044.2904,2208.85808,5,95.3294,0.1153352721999999,9.065,Low Fat,Food,Frozen Foods,0,Food: Low Viz / Economy
FDK20,18131.0656,2266.3832,8,122.4197,0.046089524,12.6,Regular,Food,Fruits and Vegetables,1,Food: Low Viz / Economy
FDK21,23281.6944,3325.9563428571428,7,249.66937142857145,0.0109855591428571,7.905,Low Fat,Food,Snack Foods,0,Food: Mass Market / High Rev
FDK22,12333.945,2466.789,5,216.425,0.0296074724,9.8,Low Fat,Food,Snack Foods,0,Food: Mass Market / High Rev
FDK24,4301.068,716.8446666666667,6,45.64106666666667,0.1164459808,9.195,Low Fat,Food,Baking Goods,0,Food: Low Viz / Economy
FDK25,20213.688,3368.9480000000003,6,168.08073333333334,0.1765685481666666,11.6,Regular,Food,Breakfast,1,Food: Mass Market / High Rev
FDK26,21811.608,3115.944,7,185.9954285714286,0.0356893135714285,5.46,Regular,Food,Canned,1,Food: Mass Market / High Rev
FDK27,8603.4676,1720.69352,5,120.9556,0.0102939742,11.0,Low Fat,Food,Meat,0,Food: Low Viz / Economy
FDK28,23705.1432,4741.02864,5,257.66459999999995,0.0744928494,5.695,Low Fat,Food,Frozen Foods,0,Food: Mass Market / High Rev
FDK32,10825.2422,3608.4140666666663,3,153.20153333333334,0.0489550069999999,16.25,Regular,Food,Fruits and Vegetables,1,Food: Mass Market / High Rev
FDK33,20666.432,3444.4053333333336,6,212.856,0.0126417325,17.85,Low Fat,Food,Snack Foods,0,Food: Mass Market / High Rev
FDK34,22167.1452,3694.5242,6,238.62306666666663,0.0385407122,13.35,Low Fat,Food,Snack Foods,0,Food: Mass Market / High Rev
FDK36,4082.6856,816.53712,5,48.2834,0.007215015,7.09,Low Fat,Food,Baking Goods,0,Food: Low Viz / Economy
FDK38,15589.707,2227.101,7,148.9734,0.0584824554285714,6.65,Low Fat,Food,Canned,0,Food: Mass Market / High Rev
FDK40,31821.911,4545.9872857142855,7,263.2195714285714,0.0218616944,7.035,Low Fat,Food,Frozen Foods,0,Food: Mass Market / High Rev
FDK41,8096.128,1349.3546666666666,6,85.33906666666667,0.1275804228333333,14.3,Low Fat,Food,Frozen Foods,0,Food: Low Viz / Economy
FDK43,11385.18,1897.53,6,127.03533333333333,0.0302555891666666,9.8,Low Fat,Food,Meat,0,Food: Low Viz / Economy
FDK44,11121.5232,2224.30464,5,174.2138,0.1223085444999999,16.6,Low Fat,Food,Fruits and Vegetables,0,Food: Mass Market / High Rev
FDK45,9394.438,1565.7396666666666,6,112.11933333333332,0.0381329755,11.65,Low Fat,Food,Seafood,0,Food: Low Viz / Economy
FDK46,7789.860000000001,2596.6200000000003,3,258.2953333333333,0.0631315633333333,9.6,Low Fat,Food,Snack Foods,0,Food: Mass Market / High Rev
FDK48,8501.6002,1700.32004,5,75.4354,0.0376735865,7.445,Low Fat,Food,Baking Goods,0,Food: Low Viz / Economy
FDK50,12295.9944,3073.9986,4,162.1144,0.02839206,7.96,Low Fat,Food,Canned,0,Food: Mass Market / High Rev
FDK51,25968.8632,3709.8376,7,265.4169714285714,0.0057400665714285,19.85,Low Fat,Food,Dairy,0,Food: Mass Market / High Rev
FDK52,22796.3262,3799.3877,6,225.2562,0.09261763125,18.25,Low Fat,Food,Frozen Foods,0,Food: Mass Market / High Rev
FDK55,5977.5524000000005,996.2587333333336,6,88.63386666666666,0.0290317485,18.5,Low Fat,Food,Meat,0,Food: Low Viz / Economy
FDK56,10102.8492,2525.7123,4,185.6648,0.1300757415,9.695,Low Fat,Food,Fruits and Vegetables,0,Food: Mass Market / High Rev
FDK57,4434.228,4434.228,1,120.044,0.079904068,13.031230191826522,Low Fat,Food,Snack Foods,0,Food: Low Viz / Economy
FDK58,14370.6272,1796.3284,8,101.9266,0.0506267613333333,11.35,Regular,Food,Snack Foods,1,Food: Low Viz / Economy
FDK60,6610.0624,1652.5156,4,96.5068,0.0940344636666666,16.5,Regular,Food,Baking Goods,1,Food: Low Viz / Economy
FDL02,6775.1808,1693.7952,4,106.8622,0.12364047225,20.0,Regular,Food,Canned,1,Food: Low Viz / Economy
FDL03,13945.181,2789.0362,5,196.231,0.0271135497999999,19.25,Regular,Food,Meat,1,Food: Mass Market / High Rev
FDL04,11433.1176,1905.5196,6,105.79553333333332,0.1119485551666666,19.0,Low Fat,Food,Frozen Foods,0,Food: Low Viz / Economy
FDL08,21806.2816,3634.380266666667,6,245.33106666666663,0.0497341123333333,10.8,Low Fat,Food,Fruits and Vegetables,0,Food: Mass Market / High Rev
FDL09,9899.1144,1649.8524,6,167.8816,0.1440104866666667,19.6,Regular,Food,Snack Foods,1,Food: Mass Market / High Rev
FDL10,12797.3418,1599.667725,8,99.1292,0.0395389265714285,8.395,Low Fat,Food,Snack Foods,0,Food: Low Viz / Economy
FDL12,5093.37,1018.674,5,59.802,0.1397561692,15.85,Regular,Food,Baking Goods,1,Food: Low Viz / Economy
FDL13,19341.49,2763.07,7,233.1157142857143,0.0678811441428571,13.85,Regular,Food,Breakfast,1,Food: Mass Market / High Rev
FDL14,7634.0628,1908.5157,4,155.6472,0.03758696675,8.115,Regular,Food,Canned,1,Food: Mass Market / High Rev
FDL15,3811.705,1270.5683333333334,3,152.9682,0.0583944786666666,17.85,Low Fat,Food,Meat,0,Food: Mass Market / High Rev
FDL16,3075.996,615.1992,5,46.566,0.1941022834,12.85,Low Fat,Food,Frozen Foods,0,Food: Low Viz / Economy
FDL20,16455.9128,2056.9891,8,111.7386,0.14234115,17.1,Low Fat,Food,Fruits and Vegetables,0,Food: Low Viz / Economy
FDL21,2756.412,551.2823999999999,5,40.208,0.0082210607999999,15.85,Regular,Food,Snack Foods,1,Food: Low Viz / Economy
FDL22,10232.0144,1461.7163428571428,7,91.07737142857142,0.0364077212857142,16.85,Low Fat,Food,Snack Foods,0,Food: Low Viz / Economy
FDL24,26038.7722,4339.795366666666,6,172.52553333333333,0.024904027,10.3,Regular,Food,Baking Goods,1,Food: Mass Market / High Rev
FDL25,2021.3688,673.7896,3,91.8804,0.1314173976666666,6.92,Regular,Food,Breakfast,1,Food: Low Viz / Economy
FDL26,14021.748,3505.437,4,156.1222,0.0733107004999999,18.0,Low Fat,Food,Canned,0,Food: Mass Market / High Rev
FDL27,4649.9472000000005,1162.4868,4,65.3826,0.01065129725,6.17,Low Fat,Food,Meat,0,Food: Low Viz / Economy
FDL28,4607.336,1535.7786666666668,3,230.1668,0.063142295,10.0,Regular,Food,Frozen Foods,1,Food: Mass Market / High Rev
FDL32,4586.030400000001,917.2060800000002,5,111.0944,0.16630633025,15.7,Regular,Food,Fruits and Vegetables,1,Food: Low Viz / Economy
FDL33,13897.9092,2316.3182,6,195.36186666666663,0.1133604666,7.235,Low Fat,Food,Snack Foods,0,Food: Mass Market / High Rev
FDL34,25124.6288,3140.5786,8,141.4996,0.040984023375,16.0,Low Fat,Food,Snack Foods,0,Food: Mass Market / High Rev
